"","DBN","School Name.x","Year.x","Percent_Attendance","Demographic Category","Demographic Variable","Percent_Chronically_Absent","School Name.y","Year.y","Total Enrollment","Grade 4","% Female","% Male","% Black","% White","% Students with Disabilities","% Poverty","Economic Need Index","G&T","Gen Ed","ICT","ICT & G&T","SC 12:1","SC 12:1:1","SC 15:1","SC 6:1:1","SC 8:1:1"
"2556","10X023","P.S. 023 The New Children's School","2017-18","90.3","Gender","Male","44.6","P.S. 023 The New Children's School","2017-18",488,95,0.49,0.51,0.348,0.01,0.258,0.93,0.957,NA,27.5,26,NA,NA,10.8,NA,NA,NA
"2557","10X023","P.S. 023 The New Children's School","2017-18","s","Ethnicity","White","s","P.S. 023 The New Children's School","2017-18",488,95,0.49,0.51,0.348,0.01,0.258,0.93,0.957,NA,27.5,26,NA,NA,10.8,NA,NA,NA
"2558","10X023","P.S. 023 The New Children's School","2017-18","90.0","Poverty","Poverty","43.4","P.S. 023 The New Children's School","2017-18",488,95,0.49,0.51,0.348,0.01,0.258,0.93,0.957,NA,27.5,26,NA,NA,10.8,NA,NA,NA
"2559","10X023","P.S. 023 The New Children's School","2017-18","90.7","ELL Status","ELL","52.9","P.S. 023 The New Children's School","2017-18",488,95,0.49,0.51,0.348,0.01,0.258,0.93,0.957,NA,27.5,26,NA,NA,10.8,NA,NA,NA
"2560","10X023","P.S. 023 The New Children's School","2017-18","96.3","Poverty","Not Poverty","0.0","P.S. 023 The New Children's School","2017-18",488,95,0.49,0.51,0.348,0.01,0.258,0.93,0.957,NA,27.5,26,NA,NA,10.8,NA,NA,NA
"2561","10X023","P.S. 023 The New Children's School","2017-18","90.4","All Students","All Students","40.6","P.S. 023 The New Children's School","2017-18",488,95,0.49,0.51,0.348,0.01,0.258,0.93,0.957,NA,27.5,26,NA,NA,10.8,NA,NA,NA
"2562","10X023","P.S. 023 The New Children's School","2017-18","90.6","Gender","Female","36.0","P.S. 023 The New Children's School","2017-18",488,95,0.49,0.51,0.348,0.01,0.258,0.93,0.957,NA,27.5,26,NA,NA,10.8,NA,NA,NA
"2563","10X024","P.S. 024 Spuyten Duyvil","2017-18","92.9","Poverty","Poverty","24.1","P.S. 024 Spuyten Duyvil","2017-18",915,146,0.482,0.518,0.063,0.378,0.138,0.281,0.275,31,29,28.5,NA,NA,8,NA,NA,NA
"2564","10X024","P.S. 024 Spuyten Duyvil","2017-18","94.9","All Students","All Students","12.2","P.S. 024 Spuyten Duyvil","2017-18",915,146,0.482,0.518,0.063,0.378,0.138,0.281,0.275,31,29,28.5,NA,NA,8,NA,NA,NA
"2565","10X024","P.S. 024 Spuyten Duyvil","2017-18","s","Ethnicity","Asian","s","P.S. 024 Spuyten Duyvil","2017-18",915,146,0.482,0.518,0.063,0.378,0.138,0.281,0.275,31,29,28.5,NA,NA,8,NA,NA,NA
"2566","10X024","P.S. 024 Spuyten Duyvil","2017-18","96.1","Poverty","Not Poverty","5.4","P.S. 024 Spuyten Duyvil","2017-18",915,146,0.482,0.518,0.063,0.378,0.138,0.281,0.275,31,29,28.5,NA,NA,8,NA,NA,NA
"2567","10X024","P.S. 024 Spuyten Duyvil","2017-18","95.2","Gender","Female","6.3","P.S. 024 Spuyten Duyvil","2017-18",915,146,0.482,0.518,0.063,0.378,0.138,0.281,0.275,31,29,28.5,NA,NA,8,NA,NA,NA
"2568","10X024","P.S. 024 Spuyten Duyvil","2017-18","94.8","Ethnicity","Hispanic","12.7","P.S. 024 Spuyten Duyvil","2017-18",915,146,0.482,0.518,0.063,0.378,0.138,0.281,0.275,31,29,28.5,NA,NA,8,NA,NA,NA
"2569","10X024","P.S. 024 Spuyten Duyvil","2017-18","93.9","SWD Status","SWD","17.6","P.S. 024 Spuyten Duyvil","2017-18",915,146,0.482,0.518,0.063,0.378,0.138,0.281,0.275,31,29,28.5,NA,NA,8,NA,NA,NA
"2570","10X024","P.S. 024 Spuyten Duyvil","2017-18","94.7","Gender","Male","19.4","P.S. 024 Spuyten Duyvil","2017-18",915,146,0.482,0.518,0.063,0.378,0.138,0.281,0.275,31,29,28.5,NA,NA,8,NA,NA,NA
"2571","10X024","P.S. 024 Spuyten Duyvil","2017-18","95.1","ELL Status","ELL","14.3","P.S. 024 Spuyten Duyvil","2017-18",915,146,0.482,0.518,0.063,0.378,0.138,0.281,0.275,31,29,28.5,NA,NA,8,NA,NA,NA
"2572","10X024","P.S. 024 Spuyten Duyvil","2017-18","s","Ethnicity","Black","s","P.S. 024 Spuyten Duyvil","2017-18",915,146,0.482,0.518,0.063,0.378,0.138,0.281,0.275,31,29,28.5,NA,NA,8,NA,NA,NA
"2573","10X024","P.S. 024 Spuyten Duyvil","2017-18","94.7","Ethnicity","White","13.7","P.S. 024 Spuyten Duyvil","2017-18",915,146,0.482,0.518,0.063,0.378,0.138,0.281,0.275,31,29,28.5,NA,NA,8,NA,NA,NA
"2574","10X024","P.S. 024 Spuyten Duyvil","2017-18","96.6","Ethnicity","Other","0.0","P.S. 024 Spuyten Duyvil","2017-18",915,146,0.482,0.518,0.063,0.378,0.138,0.281,0.275,31,29,28.5,NA,NA,8,NA,NA,NA
"2575","10X024","P.S. 024 Spuyten Duyvil","2017-18","95.1","SWD Status","Not SWD","11.5","P.S. 024 Spuyten Duyvil","2017-18",915,146,0.482,0.518,0.063,0.378,0.138,0.281,0.275,31,29,28.5,NA,NA,8,NA,NA,NA
"2576","10X024","P.S. 024 Spuyten Duyvil","2017-18","94.9","ELL Status","Not ELL","12.1","P.S. 024 Spuyten Duyvil","2017-18",915,146,0.482,0.518,0.063,0.378,0.138,0.281,0.275,31,29,28.5,NA,NA,8,NA,NA,NA
"2577","10X032","P.S. 032 Belmont","2017-18","s","Poverty","Poverty","s","P.S. 032 Belmont","2017-18",819,137,0.541,0.459,0.217,0.022,0.244,0.988,0.954,NA,30.3,32,NA,8.7,10.2,NA,NA,NA
"2578","10X032","P.S. 032 Belmont","2017-18","92.6","ELL Status","ELL","19.2","P.S. 032 Belmont","2017-18",819,137,0.541,0.459,0.217,0.022,0.244,0.988,0.954,NA,30.3,32,NA,8.7,10.2,NA,NA,NA
"2579","10X032","P.S. 032 Belmont","2017-18","91.7","Gender","Female","36.9","P.S. 032 Belmont","2017-18",819,137,0.541,0.459,0.217,0.022,0.244,0.988,0.954,NA,30.3,32,NA,8.7,10.2,NA,NA,NA
"2580","10X032","P.S. 032 Belmont","2017-18","91.1","ELL Status","Not ELL","39.7","P.S. 032 Belmont","2017-18",819,137,0.541,0.459,0.217,0.022,0.244,0.988,0.954,NA,30.3,32,NA,8.7,10.2,NA,NA,NA
"2581","10X032","P.S. 032 Belmont","2017-18","91.1","Ethnicity","Hispanic","34.7","P.S. 032 Belmont","2017-18",819,137,0.541,0.459,0.217,0.022,0.244,0.988,0.954,NA,30.3,32,NA,8.7,10.2,NA,NA,NA
"2582","10X032","P.S. 032 Belmont","2017-18","s","Ethnicity","Asian","s","P.S. 032 Belmont","2017-18",819,137,0.541,0.459,0.217,0.022,0.244,0.988,0.954,NA,30.3,32,NA,8.7,10.2,NA,NA,NA
"2583","10X032","P.S. 032 Belmont","2017-18","90.0","SWD Status","SWD","46.9","P.S. 032 Belmont","2017-18",819,137,0.541,0.459,0.217,0.022,0.244,0.988,0.954,NA,30.3,32,NA,8.7,10.2,NA,NA,NA
"2584","10X032","P.S. 032 Belmont","2017-18","91.3","All Students","All Students","36.1","P.S. 032 Belmont","2017-18",819,137,0.541,0.459,0.217,0.022,0.244,0.988,0.954,NA,30.3,32,NA,8.7,10.2,NA,NA,NA
"2585","10X032","P.S. 032 Belmont","2017-18","s","Poverty","Not Poverty","s","P.S. 032 Belmont","2017-18",819,137,0.541,0.459,0.217,0.022,0.244,0.988,0.954,NA,30.3,32,NA,8.7,10.2,NA,NA,NA
"2586","10X032","P.S. 032 Belmont","2017-18","90.9","Gender","Male","34.9","P.S. 032 Belmont","2017-18",819,137,0.541,0.459,0.217,0.022,0.244,0.988,0.954,NA,30.3,32,NA,8.7,10.2,NA,NA,NA
"2587","10X032","P.S. 032 Belmont","2017-18","91.8","Ethnicity","Black","41.2","P.S. 032 Belmont","2017-18",819,137,0.541,0.459,0.217,0.022,0.244,0.988,0.954,NA,30.3,32,NA,8.7,10.2,NA,NA,NA
"2588","10X032","P.S. 032 Belmont","2017-18","s","Ethnicity","Other","s","P.S. 032 Belmont","2017-18",819,137,0.541,0.459,0.217,0.022,0.244,0.988,0.954,NA,30.3,32,NA,8.7,10.2,NA,NA,NA
"2589","10X032","P.S. 032 Belmont","2017-18","92.0","Ethnicity","White","25.0","P.S. 032 Belmont","2017-18",819,137,0.541,0.459,0.217,0.022,0.244,0.988,0.954,NA,30.3,32,NA,8.7,10.2,NA,NA,NA
"2590","10X032","P.S. 032 Belmont","2017-18","91.7","SWD Status","Not SWD","33.0","P.S. 032 Belmont","2017-18",819,137,0.541,0.459,0.217,0.022,0.244,0.988,0.954,NA,30.3,32,NA,8.7,10.2,NA,NA,NA
"2591","10X033","P.S. 033 Timothy Dwight","2017-18","90.9","Gender","Female","35.8","P.S. 033 Timothy Dwight","2017-18",919,148,0.505,0.495,0.107,0.011,0.209,0.922,0.959,NA,26.5,26,NA,NA,10.3,NA,NA,NA
"2592","10X033","P.S. 033 Timothy Dwight","2017-18","90.7","Poverty","Poverty","37.8","P.S. 033 Timothy Dwight","2017-18",919,148,0.505,0.495,0.107,0.011,0.209,0.922,0.959,NA,26.5,26,NA,NA,10.3,NA,NA,NA
"2593","10X033","P.S. 033 Timothy Dwight","2017-18","90.3","Ethnicity","Hispanic","38.6","P.S. 033 Timothy Dwight","2017-18",919,148,0.505,0.495,0.107,0.011,0.209,0.922,0.959,NA,26.5,26,NA,NA,10.3,NA,NA,NA
"2594","10X033","P.S. 033 Timothy Dwight","2017-18","s","Ethnicity","White","s","P.S. 033 Timothy Dwight","2017-18",919,148,0.505,0.495,0.107,0.011,0.209,0.922,0.959,NA,26.5,26,NA,NA,10.3,NA,NA,NA
"2595","10X033","P.S. 033 Timothy Dwight","2017-18","88.0","SWD Status","SWD","58.3","P.S. 033 Timothy Dwight","2017-18",919,148,0.505,0.495,0.107,0.011,0.209,0.922,0.959,NA,26.5,26,NA,NA,10.3,NA,NA,NA
"2596","10X033","P.S. 033 Timothy Dwight","2017-18","91.1","Poverty","Not Poverty","36.4","P.S. 033 Timothy Dwight","2017-18",919,148,0.505,0.495,0.107,0.011,0.209,0.922,0.959,NA,26.5,26,NA,NA,10.3,NA,NA,NA
"2597","10X033","P.S. 033 Timothy Dwight","2017-18","90.0","ELL Status","ELL","38.5","P.S. 033 Timothy Dwight","2017-18",919,148,0.505,0.495,0.107,0.011,0.209,0.922,0.959,NA,26.5,26,NA,NA,10.3,NA,NA,NA
"2598","10X033","P.S. 033 Timothy Dwight","2017-18","s","Ethnicity","Other","s","P.S. 033 Timothy Dwight","2017-18",919,148,0.505,0.495,0.107,0.011,0.209,0.922,0.959,NA,26.5,26,NA,NA,10.3,NA,NA,NA
"2599","10X033","P.S. 033 Timothy Dwight","2017-18","90.9","ELL Status","Not ELL","37.4","P.S. 033 Timothy Dwight","2017-18",919,148,0.505,0.495,0.107,0.011,0.209,0.922,0.959,NA,26.5,26,NA,NA,10.3,NA,NA,NA
"2600","10X033","P.S. 033 Timothy Dwight","2017-18","91.5","SWD Status","Not SWD","31.4","P.S. 033 Timothy Dwight","2017-18",919,148,0.505,0.495,0.107,0.011,0.209,0.922,0.959,NA,26.5,26,NA,NA,10.3,NA,NA,NA
"2601","10X033","P.S. 033 Timothy Dwight","2017-18","90.5","Gender","Male","39.1","P.S. 033 Timothy Dwight","2017-18",919,148,0.505,0.495,0.107,0.011,0.209,0.922,0.959,NA,26.5,26,NA,NA,10.3,NA,NA,NA
"2602","10X033","P.S. 033 Timothy Dwight","2017-18","90.7","All Students","All Students","37.7","P.S. 033 Timothy Dwight","2017-18",919,148,0.505,0.495,0.107,0.011,0.209,0.922,0.959,NA,26.5,26,NA,NA,10.3,NA,NA,NA
"2603","10X033","P.S. 033 Timothy Dwight","2017-18","93.0","Ethnicity","Black","31.3","P.S. 033 Timothy Dwight","2017-18",919,148,0.505,0.495,0.107,0.011,0.209,0.922,0.959,NA,26.5,26,NA,NA,10.3,NA,NA,NA
"2604","10X037","P.S. X037 - Multiple Intelligence School","2017-18","90.0","Poverty","Poverty","42.7","P.S. X037 - Multiple Intelligence School","2017-18",646,98,0.457,0.543,0.215,0.019,0.297,0.865,0.869,NA,27,NA,NA,12,12.4,NA,NA,NA
"2605","10X037","P.S. X037 - Multiple Intelligence School","2017-18","s","Ethnicity","Other","s","P.S. X037 - Multiple Intelligence School","2017-18",646,98,0.457,0.543,0.215,0.019,0.297,0.865,0.869,NA,27,NA,NA,12,12.4,NA,NA,NA
"2606","10X037","P.S. X037 - Multiple Intelligence School","2017-18","92.7","ELL Status","ELL","30.0","P.S. X037 - Multiple Intelligence School","2017-18",646,98,0.457,0.543,0.215,0.019,0.297,0.865,0.869,NA,27,NA,NA,12,12.4,NA,NA,NA
"2607","10X037","P.S. X037 - Multiple Intelligence School","2017-18","89.4","SWD Status","SWD","50.0","P.S. X037 - Multiple Intelligence School","2017-18",646,98,0.457,0.543,0.215,0.019,0.297,0.865,0.869,NA,27,NA,NA,12,12.4,NA,NA,NA
"2608","10X037","P.S. X037 - Multiple Intelligence School","2017-18","90.3","Ethnicity","Black","37.0","P.S. X037 - Multiple Intelligence School","2017-18",646,98,0.457,0.543,0.215,0.019,0.297,0.865,0.869,NA,27,NA,NA,12,12.4,NA,NA,NA
"2609","10X037","P.S. X037 - Multiple Intelligence School","2017-18","90.3","Gender","Male","46.0","P.S. X037 - Multiple Intelligence School","2017-18",646,98,0.457,0.543,0.215,0.019,0.297,0.865,0.869,NA,27,NA,NA,12,12.4,NA,NA,NA
"2610","10X037","P.S. X037 - Multiple Intelligence School","2017-18","92.4","Poverty","Not Poverty","23.1","P.S. X037 - Multiple Intelligence School","2017-18",646,98,0.457,0.543,0.215,0.019,0.297,0.865,0.869,NA,27,NA,NA,12,12.4,NA,NA,NA
"2611","10X037","P.S. X037 - Multiple Intelligence School","2017-18","90.4","Gender","Female","34.6","P.S. X037 - Multiple Intelligence School","2017-18",646,98,0.457,0.543,0.215,0.019,0.297,0.865,0.869,NA,27,NA,NA,12,12.4,NA,NA,NA
"2612","10X037","P.S. X037 - Multiple Intelligence School","2017-18","90.3","Ethnicity","Hispanic","40.3","P.S. X037 - Multiple Intelligence School","2017-18",646,98,0.457,0.543,0.215,0.019,0.297,0.865,0.869,NA,27,NA,NA,12,12.4,NA,NA,NA
"2613","10X037","P.S. X037 - Multiple Intelligence School","2017-18","90.3","All Students","All Students","40.2","P.S. X037 - Multiple Intelligence School","2017-18",646,98,0.457,0.543,0.215,0.019,0.297,0.865,0.869,NA,27,NA,NA,12,12.4,NA,NA,NA
"2614","10X037","P.S. X037 - Multiple Intelligence School","2017-18","s","Ethnicity","Asian","s","P.S. X037 - Multiple Intelligence School","2017-18",646,98,0.457,0.543,0.215,0.019,0.297,0.865,0.869,NA,27,NA,NA,12,12.4,NA,NA,NA
"2615","10X037","P.S. X037 - Multiple Intelligence School","2017-18","91.0","SWD Status","Not SWD","32.8","P.S. X037 - Multiple Intelligence School","2017-18",646,98,0.457,0.543,0.215,0.019,0.297,0.865,0.869,NA,27,NA,NA,12,12.4,NA,NA,NA
"2616","10X037","P.S. X037 - Multiple Intelligence School","2017-18","89.8","ELL Status","Not ELL","42.7","P.S. X037 - Multiple Intelligence School","2017-18",646,98,0.457,0.543,0.215,0.019,0.297,0.865,0.869,NA,27,NA,NA,12,12.4,NA,NA,NA
"2617","10X046","P.S. 046 Edgar Allan Poe","2017-18","92.1","Ethnicity","Hispanic","33.1","P.S. 046 Edgar Allan Poe","2017-18",921,174,0.501,0.499,0.127,0.026,0.25,0.925,0.951,NA,24.8,25,NA,10.3,10.3,NA,NA,NA
"2618","10X046","P.S. 046 Edgar Allan Poe","2017-18","s","Ethnicity","Other","s","P.S. 046 Edgar Allan Poe","2017-18",921,174,0.501,0.499,0.127,0.026,0.25,0.925,0.951,NA,24.8,25,NA,10.3,10.3,NA,NA,NA
"2619","10X046","P.S. 046 Edgar Allan Poe","2017-18","92.6","All Students","All Students","29.9","P.S. 046 Edgar Allan Poe","2017-18",921,174,0.501,0.499,0.127,0.026,0.25,0.925,0.951,NA,24.8,25,NA,10.3,10.3,NA,NA,NA
"2620","10X046","P.S. 046 Edgar Allan Poe","2017-18","95.7","Ethnicity","Black","11.5","P.S. 046 Edgar Allan Poe","2017-18",921,174,0.501,0.499,0.127,0.026,0.25,0.925,0.951,NA,24.8,25,NA,10.3,10.3,NA,NA,NA
"2621","10X046","P.S. 046 Edgar Allan Poe","2017-18","92.4","Poverty","Poverty","30.9","P.S. 046 Edgar Allan Poe","2017-18",921,174,0.501,0.499,0.127,0.026,0.25,0.925,0.951,NA,24.8,25,NA,10.3,10.3,NA,NA,NA
"2622","10X046","P.S. 046 Edgar Allan Poe","2017-18","93.9","SWD Status","Not SWD","21.3","P.S. 046 Edgar Allan Poe","2017-18",921,174,0.501,0.499,0.127,0.026,0.25,0.925,0.951,NA,24.8,25,NA,10.3,10.3,NA,NA,NA
"2623","10X046","P.S. 046 Edgar Allan Poe","2017-18","97.0","Ethnicity","White","0.0","P.S. 046 Edgar Allan Poe","2017-18",921,174,0.501,0.499,0.127,0.026,0.25,0.925,0.951,NA,24.8,25,NA,10.3,10.3,NA,NA,NA
"2624","10X046","P.S. 046 Edgar Allan Poe","2017-18","91.1","Gender","Male","35.9","P.S. 046 Edgar Allan Poe","2017-18",921,174,0.501,0.499,0.127,0.026,0.25,0.925,0.951,NA,24.8,25,NA,10.3,10.3,NA,NA,NA
"2625","10X046","P.S. 046 Edgar Allan Poe","2017-18","s","Ethnicity","Asian","s","P.S. 046 Edgar Allan Poe","2017-18",921,174,0.501,0.499,0.127,0.026,0.25,0.925,0.951,NA,24.8,25,NA,10.3,10.3,NA,NA,NA
"2626","10X046","P.S. 046 Edgar Allan Poe","2017-18","96.2","Poverty","Not Poverty","11.1","P.S. 046 Edgar Allan Poe","2017-18",921,174,0.501,0.499,0.127,0.026,0.25,0.925,0.951,NA,24.8,25,NA,10.3,10.3,NA,NA,NA
"2627","10X046","P.S. 046 Edgar Allan Poe","2017-18","89.3","SWD Status","SWD","52.9","P.S. 046 Edgar Allan Poe","2017-18",921,174,0.501,0.499,0.127,0.026,0.25,0.925,0.951,NA,24.8,25,NA,10.3,10.3,NA,NA,NA
"2628","10X046","P.S. 046 Edgar Allan Poe","2017-18","94.4","Gender","Female","22.6","P.S. 046 Edgar Allan Poe","2017-18",921,174,0.501,0.499,0.127,0.026,0.25,0.925,0.951,NA,24.8,25,NA,10.3,10.3,NA,NA,NA
"2629","10X046","P.S. 046 Edgar Allan Poe","2017-18","92.1","ELL Status","Not ELL","30.0","P.S. 046 Edgar Allan Poe","2017-18",921,174,0.501,0.499,0.127,0.026,0.25,0.925,0.951,NA,24.8,25,NA,10.3,10.3,NA,NA,NA
"2630","10X046","P.S. 046 Edgar Allan Poe","2017-18","93.4","ELL Status","ELL","29.9","P.S. 046 Edgar Allan Poe","2017-18",921,174,0.501,0.499,0.127,0.026,0.25,0.925,0.951,NA,24.8,25,NA,10.3,10.3,NA,NA,NA
"2631","10X051","P.S. 051 Bronx New School","2017-18","s","SWD Status","SWD","s","P.S. 051 Bronx New School","2017-18",217,24,0.452,0.548,0.355,0.023,0.157,0.894,0.837,NA,24,NA,NA,NA,NA,NA,NA,NA
"2632","10X051","P.S. 051 Bronx New School","2017-18","95.9","Gender","Male","15.4","P.S. 051 Bronx New School","2017-18",217,24,0.452,0.548,0.355,0.023,0.157,0.894,0.837,NA,24,NA,NA,NA,NA,NA,NA,NA
"2633","10X051","P.S. 051 Bronx New School","2017-18","95.4","Gender","Female","9.1","P.S. 051 Bronx New School","2017-18",217,24,0.452,0.548,0.355,0.023,0.157,0.894,0.837,NA,24,NA,NA,NA,NA,NA,NA,NA
"2634","10X051","P.S. 051 Bronx New School","2017-18","s","Poverty","Poverty","s","P.S. 051 Bronx New School","2017-18",217,24,0.452,0.548,0.355,0.023,0.157,0.894,0.837,NA,24,NA,NA,NA,NA,NA,NA,NA
"2635","10X051","P.S. 051 Bronx New School","2017-18","95.1","Ethnicity","Black","23.1","P.S. 051 Bronx New School","2017-18",217,24,0.452,0.548,0.355,0.023,0.157,0.894,0.837,NA,24,NA,NA,NA,NA,NA,NA,NA
"2636","10X051","P.S. 051 Bronx New School","2017-18","s","SWD Status","Not SWD","s","P.S. 051 Bronx New School","2017-18",217,24,0.452,0.548,0.355,0.023,0.157,0.894,0.837,NA,24,NA,NA,NA,NA,NA,NA,NA
"2637","10X051","P.S. 051 Bronx New School","2017-18","95.7","All Students","All Students","12.5","P.S. 051 Bronx New School","2017-18",217,24,0.452,0.548,0.355,0.023,0.157,0.894,0.837,NA,24,NA,NA,NA,NA,NA,NA,NA
"2638","10X051","P.S. 051 Bronx New School","2017-18","s","Poverty","Not Poverty","s","P.S. 051 Bronx New School","2017-18",217,24,0.452,0.548,0.355,0.023,0.157,0.894,0.837,NA,24,NA,NA,NA,NA,NA,NA,NA
"2639","10X051","P.S. 051 Bronx New School","2017-18","96.3","Ethnicity","Hispanic","0.0","P.S. 051 Bronx New School","2017-18",217,24,0.452,0.548,0.355,0.023,0.157,0.894,0.837,NA,24,NA,NA,NA,NA,NA,NA,NA
"2640","10X051","P.S. 051 Bronx New School","2017-18","95.7","ELL Status","Not ELL","12.5","P.S. 051 Bronx New School","2017-18",217,24,0.452,0.548,0.355,0.023,0.157,0.894,0.837,NA,24,NA,NA,NA,NA,NA,NA,NA
"2641","10X054","P.S./I.S. 54","2017-18","93.8","All Students","All Students","17.3","P.S./I.S. 54","2017-18",485,67,0.515,0.485,0.233,0.01,0.198,0.973,0.948,NA,20.7,NA,NA,10,10,NA,NA,NA
"2642","10X054","P.S./I.S. 54","2017-18","94.0","SWD Status","Not SWD","18.3","P.S./I.S. 54","2017-18",485,67,0.515,0.485,0.233,0.01,0.198,0.973,0.948,NA,20.7,NA,NA,10,10,NA,NA,NA
"2643","10X054","P.S./I.S. 54","2017-18","93.6","ELL Status","ELL","22.2","P.S./I.S. 54","2017-18",485,67,0.515,0.485,0.233,0.01,0.198,0.973,0.948,NA,20.7,NA,NA,10,10,NA,NA,NA
"2644","10X054","P.S./I.S. 54","2017-18","s","Ethnicity","Asian","s","P.S./I.S. 54","2017-18",485,67,0.515,0.485,0.233,0.01,0.198,0.973,0.948,NA,20.7,NA,NA,10,10,NA,NA,NA
"2645","10X054","P.S./I.S. 54","2017-18","s","Ethnicity","White","s","P.S./I.S. 54","2017-18",485,67,0.515,0.485,0.233,0.01,0.198,0.973,0.948,NA,20.7,NA,NA,10,10,NA,NA,NA
"2646","10X054","P.S./I.S. 54","2017-18","93.9","ELL Status","Not ELL","15.8","P.S./I.S. 54","2017-18",485,67,0.515,0.485,0.233,0.01,0.198,0.973,0.948,NA,20.7,NA,NA,10,10,NA,NA,NA
"2647","10X054","P.S./I.S. 54","2017-18","93.0","Gender","Female","21.6","P.S./I.S. 54","2017-18",485,67,0.515,0.485,0.233,0.01,0.198,0.973,0.948,NA,20.7,NA,NA,10,10,NA,NA,NA
"2648","10X054","P.S./I.S. 54","2017-18","s","Poverty","Not Poverty","s","P.S./I.S. 54","2017-18",485,67,0.515,0.485,0.233,0.01,0.198,0.973,0.948,NA,20.7,NA,NA,10,10,NA,NA,NA
"2649","10X054","P.S./I.S. 54","2017-18","94.6","Gender","Male","13.2","P.S./I.S. 54","2017-18",485,67,0.515,0.485,0.233,0.01,0.198,0.973,0.948,NA,20.7,NA,NA,10,10,NA,NA,NA
"2650","10X054","P.S./I.S. 54","2017-18","s","Ethnicity","Other","s","P.S./I.S. 54","2017-18",485,67,0.515,0.485,0.233,0.01,0.198,0.973,0.948,NA,20.7,NA,NA,10,10,NA,NA,NA
"2651","10X054","P.S./I.S. 54","2017-18","s","Poverty","Poverty","s","P.S./I.S. 54","2017-18",485,67,0.515,0.485,0.233,0.01,0.198,0.973,0.948,NA,20.7,NA,NA,10,10,NA,NA,NA
"2652","10X054","P.S./I.S. 54","2017-18","92.8","SWD Status","SWD","13.3","P.S./I.S. 54","2017-18",485,67,0.515,0.485,0.233,0.01,0.198,0.973,0.948,NA,20.7,NA,NA,10,10,NA,NA,NA
"2653","10X054","P.S./I.S. 54","2017-18","96.1","Ethnicity","Black","6.7","P.S./I.S. 54","2017-18",485,67,0.515,0.485,0.233,0.01,0.198,0.973,0.948,NA,20.7,NA,NA,10,10,NA,NA,NA
"2654","10X054","P.S./I.S. 54","2017-18","93.0","Ethnicity","Hispanic","21.4","P.S./I.S. 54","2017-18",485,67,0.515,0.485,0.233,0.01,0.198,0.973,0.948,NA,20.7,NA,NA,10,10,NA,NA,NA
"2655","10X056","P.S. 056 Norwood Heights","2017-18","94.5","All Students","All Students","17.7","P.S. 056 Norwood Heights","2017-18",704,110,0.473,0.527,0.074,0.06,0.266,0.859,0.901,NA,31.5,32,NA,NA,10.8,NA,NA,NA
"2656","10X056","P.S. 056 Norwood Heights","2017-18","96.6","ELL Status","ELL","0.0","P.S. 056 Norwood Heights","2017-18",704,110,0.473,0.527,0.074,0.06,0.266,0.859,0.901,NA,31.5,32,NA,NA,10.8,NA,NA,NA
"2657","10X056","P.S. 056 Norwood Heights","2017-18","93.6","Ethnicity","Hispanic","23.6","P.S. 056 Norwood Heights","2017-18",704,110,0.473,0.527,0.074,0.06,0.266,0.859,0.901,NA,31.5,32,NA,NA,10.8,NA,NA,NA
"2658","10X056","P.S. 056 Norwood Heights","2017-18","94.3","Poverty","Poverty","18.8","P.S. 056 Norwood Heights","2017-18",704,110,0.473,0.527,0.074,0.06,0.266,0.859,0.901,NA,31.5,32,NA,NA,10.8,NA,NA,NA
"2659","10X056","P.S. 056 Norwood Heights","2017-18","94.0","Ethnicity","Black","11.1","P.S. 056 Norwood Heights","2017-18",704,110,0.473,0.527,0.074,0.06,0.266,0.859,0.901,NA,31.5,32,NA,NA,10.8,NA,NA,NA
"2660","10X056","P.S. 056 Norwood Heights","2017-18","96.9","Ethnicity","Asian","4.3","P.S. 056 Norwood Heights","2017-18",704,110,0.473,0.527,0.074,0.06,0.266,0.859,0.901,NA,31.5,32,NA,NA,10.8,NA,NA,NA
"2661","10X056","P.S. 056 Norwood Heights","2017-18","96.7","Poverty","Not Poverty","8.3","P.S. 056 Norwood Heights","2017-18",704,110,0.473,0.527,0.074,0.06,0.266,0.859,0.901,NA,31.5,32,NA,NA,10.8,NA,NA,NA
"2662","10X056","P.S. 056 Norwood Heights","2017-18","94.8","SWD Status","Not SWD","16.5","P.S. 056 Norwood Heights","2017-18",704,110,0.473,0.527,0.074,0.06,0.266,0.859,0.901,NA,31.5,32,NA,NA,10.8,NA,NA,NA
"2663","10X056","P.S. 056 Norwood Heights","2017-18","s","Ethnicity","Other","s","P.S. 056 Norwood Heights","2017-18",704,110,0.473,0.527,0.074,0.06,0.266,0.859,0.901,NA,31.5,32,NA,NA,10.8,NA,NA,NA
"2664","10X056","P.S. 056 Norwood Heights","2017-18","93.9","SWD Status","SWD","20.6","P.S. 056 Norwood Heights","2017-18",704,110,0.473,0.527,0.074,0.06,0.266,0.859,0.901,NA,31.5,32,NA,NA,10.8,NA,NA,NA
"2665","10X056","P.S. 056 Norwood Heights","2017-18","94.2","ELL Status","Not ELL","20.8","P.S. 056 Norwood Heights","2017-18",704,110,0.473,0.527,0.074,0.06,0.266,0.859,0.901,NA,31.5,32,NA,NA,10.8,NA,NA,NA
