"","DBN","Percent_Attendance","Demographic.Variable","X..Poverty","borough","self_contained_option","X..Male","X..Black","X..Female","X..White","Total.Enrollment","Economic.Need.Index","Percent_Chronically_Absent","X..Students.with.Disabilities"
"779","06M293",93.7,"Not ELL",0.834,"Manhattan",0,0.453,0.035,0.547,0.03,602,0.811,"24.4",0.145
"780","06M293",93.9,"All Students",0.834,"Manhattan",0,0.453,0.035,0.547,0.03,602,0.811,"22.5",0.145
"781","06M293",94,"Not Poverty",0.834,"Manhattan",0,0.453,0.035,0.547,0.03,602,0.811,"16.7",0.145
"782","06M293",91.4,"SWD",0.834,"Manhattan",0,0.453,0.035,0.547,0.03,602,0.811,"40.0",0.145
"783","06M293",94.4,"Not SWD",0.834,"Manhattan",0,0.453,0.035,0.547,0.03,602,0.811,"18.9",0.145
"784","06M293",93.9,"Poverty",0.834,"Manhattan",0,0.453,0.035,0.547,0.03,602,0.811,"23.9",0.145
"785","06M293",94.2,"Hispanic",0.834,"Manhattan",0,0.453,0.035,0.547,0.03,602,0.811,"20.0",0.145
"786","06M293",93.5,"Female",0.834,"Manhattan",0,0.453,0.035,0.547,0.03,602,0.811,"26.4",0.145
"787","06M293",96.3,"ELL",0.834,"Manhattan",0,0.453,0.035,0.547,0.03,602,0.811,"0.0",0.145
"788","06M311",94,"Poverty",0.813,"Manhattan",0,0.471,0.015,0.529,0.043,395,0.768,"31.0",0.137
"789","06M311",94.6,"Female",0.813,"Manhattan",0,0.471,0.015,0.529,0.043,395,0.768,"22.7",0.137
"790","06M311",94.6,"Hispanic",0.813,"Manhattan",0,0.471,0.015,0.529,0.043,395,0.768,"27.3",0.137
"791","06M311",93.6,"Male",0.813,"Manhattan",0,0.471,0.015,0.529,0.043,395,0.768,"40.0",0.137
"792","06M311",94.8,"Not Poverty",0.813,"Manhattan",0,0.471,0.015,0.529,0.043,395,0.768,"25.0",0.137
"793","06M311",94.2,"All Students",0.813,"Manhattan",0,0.471,0.015,0.529,0.043,395,0.768,"29.7",0.137
"794","06M319",96.2,"All Students",0.988,"Manhattan",1,0.543,0.043,0.457,0.012,418,0.901,"9.3",0.237
"795","06M319",94.8,"ELL",0.988,"Manhattan",1,0.543,0.043,0.457,0.012,418,0.901,"9.1",0.237
"796","06M319",96.9,"Not ELL",0.988,"Manhattan",1,0.543,0.043,0.457,0.012,418,0.901,"9.4",0.237
"797","06M319",96.2,"Hispanic",0.988,"Manhattan",1,0.543,0.043,0.457,0.012,418,0.901,"9.2",0.237
"798","06M319",96.2,"Poverty",0.988,"Manhattan",1,0.543,0.043,0.457,0.012,418,0.901,"9.3",0.237
"799","06M322",91.9,"Not ELL",0.952,"Manhattan",1,0.494,0.032,0.506,0.016,310,0.91,"25.0",0.206
"800","06M322",90.1,"SWD",0.952,"Manhattan",1,0.494,0.032,0.506,0.016,310,0.91,"41.7",0.206
"801","06M322",91.4,"All Students",0.952,"Manhattan",1,0.494,0.032,0.506,0.016,310,0.91,"32.3",0.206
"802","06M322",91.5,"Hispanic",0.952,"Manhattan",1,0.494,0.032,0.506,0.016,310,0.91,"32.5",0.206
"803","06M322",90.6,"Male",0.952,"Manhattan",1,0.494,0.032,0.506,0.016,310,0.91,"45.5",0.206
"804","06M322",90.7,"ELL",0.952,"Manhattan",1,0.494,0.032,0.506,0.016,310,0.91,"43.1",0.206
"805","06M322",92,"Female",0.952,"Manhattan",1,0.494,0.032,0.506,0.016,310,0.91,"22.2",0.206
"806","06M322",91.8,"Not SWD",0.952,"Manhattan",1,0.494,0.032,0.506,0.016,310,0.91,"30.1",0.206
"807","06M324",94.8,"Black",0.917,"Manhattan",1,0.501,0.12,0.499,0.028,399,0.88,"12.5",0.278
"808","06M324",93.8,"Not ELL",0.917,"Manhattan",1,0.501,0.12,0.499,0.028,399,0.88,"20.2",0.278
"809","06M324",94.5,"Not SWD",0.917,"Manhattan",1,0.501,0.12,0.499,0.028,399,0.88,"17.2",0.278
"810","06M324",94.2,"Hispanic",0.917,"Manhattan",1,0.501,0.12,0.499,0.028,399,0.88,"18.2",0.278
"811","06M324",94.2,"All Students",0.917,"Manhattan",1,0.501,0.12,0.499,0.028,399,0.88,"17.6",0.278
"812","06M324",93.1,"Not Poverty",0.917,"Manhattan",1,0.501,0.12,0.499,0.028,399,0.88,"11.1",0.278
"813","06M324",93.4,"SWD",0.917,"Manhattan",1,0.501,0.12,0.499,0.028,399,0.88,"18.9",0.278
"814","06M324",94.2,"Male",0.917,"Manhattan",1,0.501,0.12,0.499,0.028,399,0.88,"14.9",0.278
"815","06M324",94.2,"Female",0.917,"Manhattan",1,0.501,0.12,0.499,0.028,399,0.88,"20.0",0.278
"816","06M324",94.3,"Poverty",0.917,"Manhattan",1,0.501,0.12,0.499,0.028,399,0.88,"18.4",0.278
"817","06M324",95,"ELL",0.917,"Manhattan",1,0.501,0.12,0.499,0.028,399,0.88,"12.7",0.278
"818","06M328",88.2,"Male",0.991,"Manhattan",1,0.572,0.127,0.428,0.004,229,0.935,"47.5",0.367
"819","06M328",86.3,"Hispanic",0.991,"Manhattan",1,0.572,0.127,0.428,0.004,229,0.935,"50.0",0.367
"820","06M328",86.1,"Not SWD",0.991,"Manhattan",1,0.572,0.127,0.428,0.004,229,0.935,"50.0",0.367
"821","06M328",86.4,"SWD",0.991,"Manhattan",1,0.572,0.127,0.428,0.004,229,0.935,"48.6",0.367
"822","06M328",87.5,"ELL",0.991,"Manhattan",1,0.572,0.127,0.428,0.004,229,0.935,"46.2",0.367
"823","06M328",83.1,"Female",0.991,"Manhattan",1,0.572,0.127,0.428,0.004,229,0.935,"52.5",0.367
"824","06M328",86.2,"All Students",0.991,"Manhattan",1,0.572,0.127,0.428,0.004,229,0.935,"49.5",0.367
"825","06M328",89.1,"Black",0.991,"Manhattan",1,0.572,0.127,0.428,0.004,229,0.935,"20.0",0.367
"826","06M328",84.8,"Not ELL",0.991,"Manhattan",1,0.572,0.127,0.428,0.004,229,0.935,"53.1",0.367
"827","06M346",95.9,"SWD",0.933,"Manhattan",1,0.509,0.065,0.491,0.016,703,0.899,"11.1",0.191
"828","06M346",95.8,"Not ELL",0.933,"Manhattan",1,0.509,0.065,0.491,0.016,703,0.899,"11.8",0.191
"829","06M346",94.9,"Black",0.933,"Manhattan",1,0.509,0.065,0.491,0.016,703,0.899,"28.6",0.191
"830","06M346",95,"Not Poverty",0.933,"Manhattan",1,0.509,0.065,0.491,0.016,703,0.899,"0.0",0.191
"831","06M346",93.3,"ELL",0.933,"Manhattan",1,0.509,0.065,0.491,0.016,703,0.899,"25.0",0.191
"832","06M346",95.5,"All Students",0.933,"Manhattan",1,0.509,0.065,0.491,0.016,703,0.899,"13.4",0.191
"833","06M346",95.7,"Hispanic",0.933,"Manhattan",1,0.509,0.065,0.491,0.016,703,0.899,"11.8",0.191
"834","06M346",96.2,"Male",0.933,"Manhattan",1,0.509,0.065,0.491,0.016,703,0.899,"9.6",0.191
"835","06M346",95.5,"Poverty",0.933,"Manhattan",1,0.509,0.065,0.491,0.016,703,0.899,"14.3",0.191
"836","06M346",94.7,"Female",0.933,"Manhattan",1,0.509,0.065,0.491,0.016,703,0.899,"17.8",0.191
"837","06M346",95.4,"Not SWD",0.933,"Manhattan",1,0.509,0.065,0.491,0.016,703,0.899,"13.9",0.191
"838","06M348",93.8,"SWD",0.773,"Manhattan",0,0.54,0.034,0.46,0.034,815,0.839,"15.8",0.22
"839","06M348",93.1,"ELL",0.773,"Manhattan",0,0.54,0.034,0.46,0.034,815,0.839,"21.1",0.22
"840","06M348",93.7,"Poverty",0.773,"Manhattan",0,0.54,0.034,0.46,0.034,815,0.839,"27.6",0.22
"841","06M348",94.2,"Female",0.773,"Manhattan",0,0.54,0.034,0.46,0.034,815,0.839,"20.8",0.22
"842","06M348",94.4,"Not ELL",0.773,"Manhattan",0,0.54,0.034,0.46,0.034,815,0.839,"23.6",0.22
"843","06M348",94.4,"Hispanic",0.773,"Manhattan",0,0.54,0.034,0.46,0.034,815,0.839,"20.9",0.22
"844","06M348",95.9,"Not Poverty",0.773,"Manhattan",0,0.54,0.034,0.46,0.034,815,0.839,"0.0",0.22
"845","06M348",94.1,"All Students",0.773,"Manhattan",0,0.54,0.034,0.46,0.034,815,0.839,"23.1",0.22
"846","06M348",94.2,"Not SWD",0.773,"Manhattan",0,0.54,0.034,0.46,0.034,815,0.839,"25.0",0.22
"847","06M348",94,"Male",0.773,"Manhattan",0,0.54,0.034,0.46,0.034,815,0.839,"25.6",0.22
"848","06M349",95.7,"Male",1,"Manhattan",0,0.496,0,0.504,0,129,0.93,"9.1",0.008
"849","06M349",95.8,"Female",1,"Manhattan",0,0.496,0,0.504,0,129,0.93,"12.5",0.008
"850","06M349",95.7,"Hispanic",1,"Manhattan",0,0.496,0,0.504,0,129,0.93,"11.0",0.008
"851","06M349",95.7,"All Students",1,"Manhattan",0,0.496,0,0.504,0,129,0.93,"11.0",0.008
"852","06M349",95.7,"Not SWD",1,"Manhattan",0,0.496,0,0.504,0,129,0.93,"11.0",0.008
"853","06M366",91.7,"Poverty",0.909,"Manhattan",0,0.454,0.018,0.546,0.018,571,0.822,"29.2",0.173
"854","06M366",85.5,"SWD",0.909,"Manhattan",0,0.454,0.018,0.546,0.018,571,0.822,"50.0",0.173
"855","06M366",92.3,"Male",0.909,"Manhattan",0,0.454,0.018,0.546,0.018,571,0.822,"30.0",0.173
"856","06M366",92.2,"Female",0.909,"Manhattan",0,0.454,0.018,0.546,0.018,571,0.822,"22.2",0.173
"857","06M366",92.2,"All Students",0.909,"Manhattan",0,0.454,0.018,0.546,0.018,571,0.822,"25.0",0.173
"858","06M366",95.4,"Not Poverty",0.909,"Manhattan",0,0.454,0.018,0.546,0.018,571,0.822,"0.0",0.173
"859","06M366",92.2,"Hispanic",0.909,"Manhattan",0,0.454,0.018,0.546,0.018,571,0.822,"25.0",0.173
"860","06M366",93.6,"Not SWD",0.909,"Manhattan",0,0.454,0.018,0.546,0.018,571,0.822,"19.6",0.173
"861","06M528",97.1,"All Students",0.96,"Manhattan",0,0.429,0.013,0.571,0,224,0.877,"2.6",0.179
"862","06M528",97.2,"Not SWD",0.96,"Manhattan",0,0.429,0.013,0.571,0,224,0.877,"1.5",0.179
"863","06M528",97,"SWD",0.96,"Manhattan",0,0.429,0.013,0.571,0,224,0.877,"10.0",0.179
"864","06M528",97.5,"Male",0.96,"Manhattan",0,0.429,0.013,0.571,0,224,0.877,"5.0",0.179
"865","06M528",97.3,"ELL",0.96,"Manhattan",0,0.429,0.013,0.571,0,224,0.877,"0.0",0.179
"866","06M528",97.1,"Not ELL",0.96,"Manhattan",0,0.429,0.013,0.571,0,224,0.877,"3.1",0.179
"867","06M528",96.8,"Female",0.96,"Manhattan",0,0.429,0.013,0.571,0,224,0.877,"0.0",0.179
"868","07X005",91.2,"Not SWD",0.957,"Bronx",1,0.517,0.274,0.483,0.029,722,0.954,"32.7",0.235
"869","07X005",87.9,"ELL",0.957,"Bronx",1,0.517,0.274,0.483,0.029,722,0.954,"45.5",0.235
"870","07X005",90.6,"All Students",0.957,"Bronx",1,0.517,0.274,0.483,0.029,722,0.954,"35.6",0.235
"871","07X005",91.7,"Not ELL",0.957,"Bronx",1,0.517,0.274,0.483,0.029,722,0.954,"31.4",0.235
"872","07X005",90.4,"Hispanic",0.957,"Bronx",1,0.517,0.274,0.483,0.029,722,0.954,"35.3",0.235
"873","07X005",91.1,"Male",0.957,"Bronx",1,0.517,0.274,0.483,0.029,722,0.954,"35.0",0.235
"874","07X005",89.1,"SWD",0.957,"Bronx",1,0.517,0.274,0.483,0.029,722,0.954,"42.9",0.235
"875","07X005",89.9,"Female",0.957,"Bronx",1,0.517,0.274,0.483,0.029,722,0.954,"36.4",0.235
"876","07X029",91.6,"Not SWD",0.934,"Bronx",1,0.527,0.299,0.473,0.011,792,0.942,"35.2",0.215
"877","07X029",87.4,"SWD",0.934,"Bronx",1,0.527,0.299,0.473,0.011,792,0.942,"55.6",0.215
"878","07X029",90.5,"Not ELL",0.934,"Bronx",1,0.527,0.299,0.473,0.011,792,0.942,"41.3",0.215
"879","07X029",90.3,"Hispanic",0.934,"Bronx",1,0.527,0.299,0.473,0.011,792,0.942,"38.3",0.215
"880","07X029",90.7,"All Students",0.934,"Bronx",1,0.527,0.299,0.473,0.011,792,0.942,"39.3",0.215
"881","07X029",90.3,"Poverty",0.934,"Bronx",1,0.527,0.299,0.473,0.011,792,0.942,"41.0",0.215
"882","07X029",96.6,"Not Poverty",0.934,"Bronx",1,0.527,0.299,0.473,0.011,792,0.942,"16.7",0.215
"883","07X029",90.2,"Female",0.934,"Bronx",1,0.527,0.299,0.473,0.011,792,0.942,"35.6",0.215
"884","07X029",93.3,"ELL",0.934,"Bronx",1,0.527,0.299,0.473,0.011,792,0.942,"22.2",0.215
"885","07X029",91.2,"Male",0.934,"Bronx",1,0.527,0.299,0.473,0.011,792,0.942,"43.2",0.215
"886","07X029",90.7,"Black",0.934,"Bronx",1,0.527,0.299,0.473,0.011,792,0.942,"46.2",0.215
"887","07X031",85.9,"Hispanic",0.921,"Bronx",0,0.549,0.274,0.451,0.025,708,0.923,"53.4",0.24
"888","07X031",89.7,"Male",0.921,"Bronx",0,0.549,0.274,0.451,0.025,708,0.923,"48.6",0.24
"889","07X031",85.7,"SWD",0.921,"Bronx",0,0.549,0.274,0.451,0.025,708,0.923,"54.2",0.24
"890","07X031",87.9,"Not SWD",0.921,"Bronx",0,0.549,0.274,0.451,0.025,708,0.923,"40.4",0.24
"891","07X031",83.5,"ELL",0.921,"Bronx",0,0.549,0.274,0.451,0.025,708,0.923,"50.0",0.24
"892","07X031",85.4,"Female",0.921,"Bronx",0,0.549,0.274,0.451,0.025,708,0.923,"41.3",0.24
"893","07X031",86.8,"Poverty",0.921,"Bronx",0,0.549,0.274,0.451,0.025,708,0.923,"47.2",0.24
"894","07X031",87.2,"All Students",0.921,"Bronx",0,0.549,0.274,0.451,0.025,708,0.923,"44.4",0.24
"895","07X031",91.3,"Not Poverty",0.921,"Bronx",0,0.549,0.274,0.451,0.025,708,0.923,"22.2",0.24
"896","07X031",87.7,"Not ELL",0.921,"Bronx",0,0.549,0.274,0.451,0.025,708,0.923,"43.7",0.24
"897","07X151",93.9,"ELL",0.992,"Bronx",1,0.525,0.268,0.475,0.023,261,0.947,"15.4",0.264
"898","07X151",90.5,"All Students",0.992,"Bronx",1,0.525,0.268,0.475,0.023,261,0.947,"31.7",0.264
"899","07X151",88.7,"Not ELL",0.992,"Bronx",1,0.525,0.268,0.475,0.023,261,0.947,"41.5",0.264
"900","07X151",83.4,"SWD",0.992,"Bronx",1,0.525,0.268,0.475,0.023,261,0.947,"52.2",0.264
"901","07X151",90.5,"Poverty",0.992,"Bronx",1,0.525,0.268,0.475,0.023,261,0.947,"31.7",0.264
"902","07X151",92.6,"Not SWD",0.992,"Bronx",1,0.525,0.268,0.475,0.023,261,0.947,"25.9",0.264
"903","07X151",90.8,"Hispanic",0.992,"Bronx",1,0.525,0.268,0.475,0.023,261,0.947,"33.8",0.264
"904","07X151",92.4,"Male",0.992,"Bronx",1,0.525,0.268,0.475,0.023,261,0.947,"22.2",0.264
"905","07X151",88.4,"Female",0.992,"Bronx",1,0.525,0.268,0.475,0.023,261,0.947,"42.0",0.264
"906","07X221",90.1,"Male",0.971,"Bronx",0,0.455,0.25,0.545,0.018,659,0.937,"29.8",0.267
"907","07X221",87.3,"SWD",0.971,"Bronx",0,0.455,0.25,0.545,0.018,659,0.937,"40.7",0.267
"908","07X221",93.2,"Not SWD",0.971,"Bronx",0,0.455,0.25,0.545,0.018,659,0.937,"15.7",0.267
"909","07X221",93,"Female",0.971,"Bronx",0,0.455,0.25,0.545,0.018,659,0.937,"16.0",0.267
"910","07X221",91.6,"All Students",0.971,"Bronx",0,0.455,0.25,0.545,0.018,659,0.937,"22.7",0.267
"911","07X221",92.3,"Hispanic",0.971,"Bronx",0,0.455,0.25,0.545,0.018,659,0.937,"20.5",0.267
"912","07X223",91.3,"SWD",0.974,"Bronx",0,0.515,0.178,0.485,0.007,684,0.923,"30.8",0.215
"913","07X223",95.2,"Hispanic",0.974,"Bronx",0,0.515,0.178,0.485,0.007,684,0.923,"13.3",0.215
"914","07X223",95.1,"Male",0.974,"Bronx",0,0.515,0.178,0.485,0.007,684,0.923,"12.3",0.215
"915","07X223",95.6,"Female",0.974,"Bronx",0,0.515,0.178,0.485,0.007,684,0.923,"11.9",0.215
"916","07X223",95.2,"Black",0.974,"Bronx",0,0.515,0.178,0.485,0.007,684,0.923,"9.1",0.215
"917","07X223",95.1,"Poverty",0.974,"Bronx",0,0.515,0.178,0.485,0.007,684,0.923,"12.9",0.215
"918","07X223",95.3,"All Students",0.974,"Bronx",0,0.515,0.178,0.485,0.007,684,0.923,"12.1",0.215
"919","07X223",97.7,"Not Poverty",0.974,"Bronx",0,0.515,0.178,0.485,0.007,684,0.923,"0.0",0.215
"920","07X223",96.7,"Not SWD",0.974,"Bronx",0,0.515,0.178,0.485,0.007,684,0.923,"5.5",0.215
"921","07X224",88.6,"Not ELL",0.992,"Bronx",0,0.564,0.263,0.436,0.014,358,0.964,"45.2",0.274
"922","07X224",87,"SWD",0.992,"Bronx",0,0.564,0.263,0.436,0.014,358,0.964,"56.3",0.274
"923","07X224",90,"Not SWD",0.992,"Bronx",0,0.564,0.263,0.436,0.014,358,0.964,"39.0",0.274
"924","07X224",89.4,"Hispanic",0.992,"Bronx",0,0.564,0.263,0.436,0.014,358,0.964,"44.9",0.274
"925","07X224",90,"Male",0.992,"Bronx",0,0.564,0.263,0.436,0.014,358,0.964,"40.7",0.274
"926","07X224",91.4,"ELL",0.992,"Bronx",0,0.564,0.263,0.436,0.014,358,0.964,"36.4",0.274
"927","07X224",88.3,"Female",0.992,"Bronx",0,0.564,0.263,0.436,0.014,358,0.964,"46.4",0.274
"928","07X224",89.1,"Black",0.992,"Bronx",0,0.564,0.263,0.436,0.014,358,0.964,"38.9",0.274
"929","07X224",89.3,"All Students",0.992,"Bronx",0,0.564,0.263,0.436,0.014,358,0.964,"43.1",0.274
"930","07X296",85.3,"SWD",0.937,"Bronx",1,0.506,0.328,0.494,0.008,253,0.951,"51.7",0.328
"931","07X296",86.6,"Not ELL",0.937,"Bronx",1,0.506,0.328,0.494,0.008,253,0.951,"51.3",0.328
"932","07X296",86.6,"All Students",0.937,"Bronx",1,0.506,0.328,0.494,0.008,253,0.951,"51.8",0.328
"933","07X296",86.7,"Male",0.937,"Bronx",1,0.506,0.328,0.494,0.008,253,0.951,"48.0",0.328
"934","07X296",86.2,"ELL",0.937,"Bronx",1,0.506,0.328,0.494,0.008,253,0.951,"55.6",0.328
"935","07X296",86.4,"Female",0.937,"Bronx",1,0.506,0.328,0.494,0.008,253,0.951,"57.1",0.328
"936","07X296",87.5,"Hispanic",0.937,"Bronx",1,0.506,0.328,0.494,0.008,253,0.951,"50.0",0.328
"937","07X296",87.3,"Not SWD",0.937,"Bronx",1,0.506,0.328,0.494,0.008,253,0.951,"51.8",0.328
"938","07X298",94.3,"Not SWD",0.923,"Bronx",1,0.514,0.206,0.486,0.016,247,0.944,"17.1",0.279
"939","07X298",93,"Not ELL",0.923,"Bronx",1,0.514,0.206,0.486,0.016,247,0.944,"20.9",0.279
"940","07X298",93.1,"All Students",0.923,"Bronx",1,0.514,0.206,0.486,0.016,247,0.944,"20.5",0.279
"941","07X298",92.9,"Poverty",0.923,"Bronx",1,0.514,0.206,0.486,0.016,247,0.944,"20.5",0.279
"942","07X298",88.5,"SWD",0.923,"Bronx",1,0.514,0.206,0.486,0.016,247,0.944,"33.3",0.279
"943","07X298",94.6,"Not Poverty",0.923,"Bronx",1,0.514,0.206,0.486,0.016,247,0.944,"20.0",0.279
"944","07X298",92.5,"Hispanic",0.923,"Bronx",1,0.514,0.206,0.486,0.016,247,0.944,"25.0",0.279
"945","07X298",93.5,"ELL",0.923,"Bronx",1,0.514,0.206,0.486,0.016,247,0.944,"19.0",0.279
"946","07X298",93.3,"Male",0.923,"Bronx",1,0.514,0.206,0.486,0.016,247,0.944,"18.4",0.279
"947","07X298",93,"Female",0.923,"Bronx",1,0.514,0.206,0.486,0.016,247,0.944,"23.1",0.279
"948","07X343",93.4,"Not SWD",0.967,"Bronx",1,0.563,0.283,0.437,0.013,300,0.942,"20.8",0.247
"949","07X343",92.1,"Hispanic",0.967,"Bronx",1,0.563,0.283,0.437,0.013,300,0.942,"28.4",0.247
"950","07X343",92,"All Students",0.967,"Bronx",1,0.563,0.283,0.437,0.013,300,0.942,"27.7",0.247
"951","07X343",91.8,"Male",0.967,"Bronx",1,0.563,0.283,0.437,0.013,300,0.942,"30.0",0.247
"952","07X343",93.7,"ELL",0.967,"Bronx",1,0.563,0.283,0.437,0.013,300,0.942,"25.0",0.247
"953","07X343",92.2,"Female",0.967,"Bronx",1,0.563,0.283,0.437,0.013,300,0.942,"25.5",0.247
"954","07X343",87.2,"SWD",0.967,"Bronx",1,0.563,0.283,0.437,0.013,300,0.942,"50.0",0.247
"955","07X343",91.8,"Not ELL",0.967,"Bronx",1,0.563,0.283,0.437,0.013,300,0.942,"28.1",0.247
"956","07X500",91.3,"Male",0.86,"Bronx",0,0.469,0.22,0.531,0.014,508,0.866,"32.1",0.222
"957","07X500",93.8,"Female",0.86,"Bronx",0,0.469,0.22,0.531,0.014,508,0.866,"4.5",0.222
"958","07X500",90.9,"SWD",0.86,"Bronx",0,0.469,0.22,0.531,0.014,508,0.866,"23.8",0.222
"959","07X500",93.5,"Not SWD",0.86,"Bronx",0,0.469,0.22,0.531,0.014,508,0.866,"17.2",0.222
"960","07X500",92.4,"Hispanic",0.86,"Bronx",0,0.469,0.22,0.531,0.014,508,0.866,"18.4",0.222
"961","07X500",92.4,"All Students",0.86,"Bronx",0,0.469,0.22,0.531,0.014,508,0.866,"20.0",0.222
"962","07X551",87.3,"Female",0.91,"Bronx",1,0.505,0.332,0.495,0.029,590,0.947,"39.5",0.305
"963","07X551",90.1,"Not Poverty",0.91,"Bronx",1,0.505,0.332,0.495,0.029,590,0.947,"50.0",0.305
"964","07X551",89.1,"Black",0.91,"Bronx",1,0.505,0.332,0.495,0.029,590,0.947,"31.3",0.305
"965","07X551",88.9,"Male",0.91,"Bronx",1,0.505,0.332,0.495,0.029,590,0.947,"42.2",0.305
"966","07X551",89.3,"Not SWD",0.91,"Bronx",1,0.505,0.332,0.495,0.029,590,0.947,"33.3",0.305
"967","07X551",87.4,"Hispanic",0.91,"Bronx",1,0.505,0.332,0.495,0.029,590,0.947,"45.8",0.305
"968","07X551",86.3,"ELL",0.91,"Bronx",1,0.505,0.332,0.495,0.029,590,0.947,"57.1",0.305
"969","07X551",86.1,"SWD",0.91,"Bronx",1,0.505,0.332,0.495,0.029,590,0.947,"55.2",0.305
"970","07X551",88.5,"Not ELL",0.91,"Bronx",1,0.505,0.332,0.495,0.029,590,0.947,"37.7",0.305
"971","07X551",88,"Poverty",0.91,"Bronx",1,0.505,0.332,0.495,0.029,590,0.947,"40.3",0.305
"972","07X551",88.1,"All Students",0.91,"Bronx",1,0.505,0.332,0.495,0.029,590,0.947,"41.0",0.305
"973","07X584",90.1,"Not ELL",0.982,"Bronx",1,0.57,0.242,0.43,0,277,0.954,"38.4",0.336
"974","07X584",92.3,"Male",0.982,"Bronx",1,0.57,0.242,0.43,0,277,0.954,"27.0",0.336
"975","07X584",90.3,"Hispanic",0.982,"Bronx",1,0.57,0.242,0.43,0,277,0.954,"36.9",0.336
"976","07X584",93.8,"ELL",0.982,"Bronx",1,0.57,0.242,0.43,0,277,0.954,"24.0",0.336
"977","07X584",91.5,"Not SWD",0.982,"Bronx",1,0.57,0.242,0.43,0,277,0.954,"33.3",0.336
"978","07X584",89.1,"Female",0.982,"Bronx",1,0.57,0.242,0.43,0,277,0.954,"45.8",0.336
"979","07X584",89.6,"SWD",0.982,"Bronx",1,0.57,0.242,0.43,0,277,0.954,"39.4",0.336
"980","07X584",90.9,"All Students",0.982,"Bronx",1,0.57,0.242,0.43,0,277,0.954,"35.1",0.336
"981","08X071",92.9,"All Students",0.735,"Bronx",1,0.515,0.05,0.485,0.228,1646,0.61,"22.8",0.208
"982","08X071",94.7,"ELL",0.735,"Bronx",1,0.515,0.05,0.485,0.228,1646,0.61,"10.0",0.208
"983","08X071",92.3,"Female",0.735,"Bronx",1,0.515,0.05,0.485,0.228,1646,0.61,"23.1",0.208
"984","08X071",97.5,"Asian",0.735,"Bronx",1,0.515,0.05,0.485,0.228,1646,0.61,"5.3",0.208
"985","08X071",93.4,"Not SWD",0.735,"Bronx",1,0.515,0.05,0.485,0.228,1646,0.61,"20.1",0.208
"986","08X071",92.6,"Poverty",0.735,"Bronx",1,0.515,0.05,0.485,0.228,1646,0.61,"25.4",0.208
"987","08X071",94.1,"Not Poverty",0.735,"Bronx",1,0.515,0.05,0.485,0.228,1646,0.61,"14.3",0.208
"988","08X071",90.5,"SWD",0.735,"Bronx",1,0.515,0.05,0.485,0.228,1646,0.61,"35.5",0.208
"989","08X071",92.8,"Not ELL",0.735,"Bronx",1,0.515,0.05,0.485,0.228,1646,0.61,"23.5",0.208
"990","08X071",93.6,"Male",0.735,"Bronx",1,0.515,0.05,0.485,0.228,1646,0.61,"22.5",0.208
"991","08X071",92.4,"Hispanic",0.735,"Bronx",1,0.515,0.05,0.485,0.228,1646,0.61,"25.5",0.208
"992","08X071",92.7,"White",0.735,"Bronx",1,0.515,0.05,0.485,0.228,1646,0.61,"20.9",0.208
"993","08X101",92.2,"White",0.747,"Bronx",1,0.468,0.099,0.532,0.186,526,0.549,"17.6",0.238
"994","08X101",94.1,"Not SWD",0.747,"Bronx",1,0.468,0.099,0.532,0.186,526,0.549,"16.4",0.238
"995","08X101",95,"Not Poverty",0.747,"Bronx",1,0.468,0.099,0.532,0.186,526,0.549,"7.5",0.238
"996","08X101",92.7,"Hispanic",0.747,"Bronx",1,0.468,0.099,0.532,0.186,526,0.549,"24.7",0.238
"997","08X101",97.4,"Asian",0.747,"Bronx",1,0.468,0.099,0.532,0.186,526,0.549,"5.6",0.238
"998","08X101",93.3,"Male",0.747,"Bronx",1,0.468,0.099,0.532,0.186,526,0.549,"17.7",0.238
"999","08X101",90,"SWD",0.747,"Bronx",1,0.468,0.099,0.532,0.186,526,0.549,"34.4",0.238
"1000","08X101",93.2,"All Students",0.747,"Bronx",1,0.468,0.099,0.532,0.186,526,0.549,"20.3",0.238
"1001","08X101",92.6,"Poverty",0.747,"Bronx",1,0.468,0.099,0.532,0.186,526,0.549,"25.0",0.238
"1002","08X101",93.2,"Female",0.747,"Bronx",1,0.468,0.099,0.532,0.186,526,0.549,"23.2",0.238
"1003","08X123",87.7,"Female",0.879,"Bronx",1,0.518,0.237,0.482,0.003,355,0.927,"50.9",0.285
"1004","08X123",87.8,"Poverty",0.879,"Bronx",1,0.518,0.237,0.482,0.003,355,0.927,"46.4",0.285
"1005","08X123",84,"SWD",0.879,"Bronx",1,0.518,0.237,0.482,0.003,355,0.927,"52.8",0.285
"1006","08X123",91.9,"ELL",0.879,"Bronx",1,0.518,0.237,0.482,0.003,355,0.927,"29.0",0.285
"1007","08X123",89.8,"Male",0.879,"Bronx",1,0.518,0.237,0.482,0.003,355,0.927,"34.1",0.285
"1008","08X123",88.6,"All Students",0.879,"Bronx",1,0.518,0.237,0.482,0.003,355,0.927,"43.8",0.285
"1009","08X123",94.4,"Not Poverty",0.879,"Bronx",1,0.518,0.237,0.482,0.003,355,0.927,"25.0",0.285
"1010","08X123",88.4,"Hispanic",0.879,"Bronx",1,0.518,0.237,0.482,0.003,355,0.927,"44.3",0.285
