"","DBN","Percent_Attendance","Demographic.Variable","X..Poverty","borough","self_contained_option","gifted_talented_option","X..Male","X..Black","X..Female","X..White","Total.Enrollment","Economic.Need.Index","Percent_Chronically_Absent","X..Students.with.Disabilities"
"1423","08X146",92.1,"Hispanic",0.978,"Bronx",1,0,0.485,0.419,0.515,0.01,408,0.93,"30.0",0.262
"1424","08X146",91.3,"All Students",0.978,"Bronx",1,0,0.485,0.419,0.515,0.01,408,0.93,"35.4",0.262
"1425","08X152",92.6,"Not ELL",0.922,"Bronx",1,0,0.484,0.158,0.516,0.011,833,0.956,"25.2",0.24
"1426","08X152",93.1,"Not SWD",0.922,"Bronx",1,0,0.484,0.158,0.516,0.011,833,0.956,"22.2",0.24
"1427","08X152",95.1,"Not Poverty",0.922,"Bronx",1,0,0.484,0.158,0.516,0.011,833,0.956,"9.1",0.24
"1428","08X152",91.7,"Black",0.922,"Bronx",1,0,0.484,0.158,0.516,0.011,833,0.956,"28.0",0.24
"1429","08X152",92.1,"SWD",0.922,"Bronx",1,0,0.484,0.158,0.516,0.011,833,0.956,"29.3",0.24
"1430","08X152",92.9,"Hispanic",0.922,"Bronx",1,0,0.484,0.158,0.516,0.011,833,0.956,"23.0",0.24
"1431","08X152",91.8,"Female",0.922,"Bronx",1,0,0.484,0.158,0.516,0.011,833,0.956,"33.3",0.24
"1432","08X152",92.6,"Poverty",0.922,"Bronx",1,0,0.484,0.158,0.516,0.011,833,0.956,"25.2",0.24
"1433","08X152",93.5,"Male",0.922,"Bronx",1,0,0.484,0.158,0.516,0.011,833,0.956,"17.4",0.24
"1434","08X152",93.5,"ELL",0.922,"Bronx",1,0,0.484,0.158,0.516,0.011,833,0.956,"20.5",0.24
"1435","08X152",92.8,"All Students",0.922,"Bronx",1,0,0.484,0.158,0.516,0.011,833,0.956,"24.1",0.24
"1436","08X182",95.5,"Not Poverty",0.865,"Bronx",0,1,0.496,0.241,0.504,0.032,879,0.832,"4.0",0.197
"1437","08X182",92.2,"Poverty",0.865,"Bronx",0,1,0.496,0.241,0.504,0.032,879,0.832,"28.0",0.197
"1438","08X182",93,"Not ELL",0.865,"Bronx",0,1,0.496,0.241,0.504,0.032,879,0.832,"22.9",0.197
"1439","08X182",92.3,"Female",0.865,"Bronx",0,1,0.496,0.241,0.504,0.032,879,0.832,"30.0",0.197
"1440","08X182",95.8,"Asian",0.865,"Bronx",0,1,0.496,0.241,0.504,0.032,879,0.832,"10.0",0.197
"1441","08X182",90.3,"SWD",0.865,"Bronx",0,1,0.496,0.241,0.504,0.032,879,0.832,"44.4",0.197
"1442","08X182",93.3,"Male",0.865,"Bronx",0,1,0.496,0.241,0.504,0.032,879,0.832,"18.2",0.197
"1443","08X182",93.6,"Black",0.865,"Bronx",0,1,0.496,0.241,0.504,0.032,879,0.832,"17.9",0.197
"1444","08X182",90.8,"ELL",0.865,"Bronx",0,1,0.496,0.241,0.504,0.032,879,0.832,"38.5",0.197
"1445","08X182",93.3,"Not SWD",0.865,"Bronx",0,1,0.496,0.241,0.504,0.032,879,0.832,"20.0",0.197
"1446","08X182",92.8,"All Students",0.865,"Bronx",0,1,0.496,0.241,0.504,0.032,879,0.832,"24.2",0.197
"1447","08X182",92.1,"Hispanic",0.865,"Bronx",0,1,0.496,0.241,0.504,0.032,879,0.832,"28.3",0.197
"1448","08X304",95.5,"Female",0.653,"Bronx",1,0,0.529,0.071,0.471,0.221,507,0.408,"6.3",0.205
"1449","08X304",93,"SWD",0.653,"Bronx",1,0,0.529,0.071,0.471,0.221,507,0.408,"23.1",0.205
"1450","08X304",95.3,"White",0.653,"Bronx",1,0,0.529,0.071,0.471,0.221,507,0.408,"8.3",0.205
"1451","08X304",94.9,"Male",0.653,"Bronx",1,0,0.529,0.071,0.471,0.221,507,0.408,"11.8",0.205
"1452","08X304",95.2,"All Students",0.653,"Bronx",1,0,0.529,0.071,0.471,0.221,507,0.408,"9.1",0.205
"1453","08X304",94.3,"Poverty",0.653,"Bronx",1,0,0.529,0.071,0.471,0.221,507,0.408,"14.3",0.205
"1454","08X304",94.7,"Hispanic",0.653,"Bronx",1,0,0.529,0.071,0.471,0.221,507,0.408,"11.1",0.205
"1455","08X304",96.8,"Not Poverty",0.653,"Bronx",1,0,0.529,0.071,0.471,0.221,507,0.408,"0.0",0.205
"1456","08X304",95.7,"Not SWD",0.653,"Bronx",1,0,0.529,0.071,0.471,0.221,507,0.408,"5.7",0.205
"1457","08X333",89.7,"Hispanic",0.968,"Bronx",1,0,0.522,0.206,0.478,0.022,632,0.944,"37.0",0.328
"1458","08X333",89.4,"Not ELL",0.968,"Bronx",1,0,0.522,0.206,0.478,0.022,632,0.944,"37.2",0.328
"1459","08X333",90.1,"All Students",0.968,"Bronx",1,0,0.522,0.206,0.478,0.022,632,0.944,"33.9",0.328
"1460","08X333",91,"Not SWD",0.968,"Bronx",1,0,0.522,0.206,0.478,0.022,632,0.944,"27.5",0.328
"1461","08X333",92.6,"ELL",0.968,"Bronx",1,0,0.522,0.206,0.478,0.022,632,0.944,"23.3",0.328
"1462","08X333",91.2,"Female",0.968,"Bronx",1,0,0.522,0.206,0.478,0.022,632,0.944,"25.5",0.328
"1463","08X333",89.3,"Male",0.968,"Bronx",1,0,0.522,0.206,0.478,0.022,632,0.944,"40.6",0.328
"1464","08X333",91,"Black",0.968,"Bronx",1,0,0.522,0.206,0.478,0.022,632,0.944,"26.9",0.328
"1465","08X333",88.7,"SWD",0.968,"Bronx",1,0,0.522,0.206,0.478,0.022,632,0.944,"45.5",0.328
"1466","09X004",89.4,"SWD",0.939,"Bronx",1,0,0.525,0.545,0.475,0.012,571,0.959,"56.0",0.264
"1467","09X004",87.8,"Not ELL",0.939,"Bronx",1,0,0.525,0.545,0.475,0.012,571,0.959,"53.8",0.264
"1468","09X004",88.5,"Not SWD",0.939,"Bronx",1,0,0.525,0.545,0.475,0.012,571,0.959,"46.3",0.264
"1469","09X004",88.9,"All Students",0.939,"Bronx",1,0,0.525,0.545,0.475,0.012,571,0.959,"50.0",0.264
"1470","09X004",89.9,"Female",0.939,"Bronx",1,0,0.525,0.545,0.475,0.012,571,0.959,"40.0",0.264
"1471","09X004",93.3,"ELL",0.939,"Bronx",1,0,0.525,0.545,0.475,0.012,571,0.959,"35.7",0.264
"1472","09X004",87.8,"Male",0.939,"Bronx",1,0,0.525,0.545,0.475,0.012,571,0.959,"58.3",0.264
"1473","09X004",89.7,"Black",0.939,"Bronx",1,0,0.525,0.545,0.475,0.012,571,0.959,"40.0",0.264
"1474","09X011",91,"Not ELL",0.938,"Bronx",1,0,0.482,0.263,0.518,0.008,597,0.951,"35.7",0.246
"1475","09X011",91.8,"All Students",0.938,"Bronx",1,0,0.482,0.263,0.518,0.008,597,0.951,"33.7",0.246
"1476","09X011",92.5,"Not SWD",0.938,"Bronx",1,0,0.482,0.263,0.518,0.008,597,0.951,"28.0",0.246
"1477","09X011",93.9,"Not Poverty",0.938,"Bronx",1,0,0.482,0.263,0.518,0.008,597,0.951,"14.3",0.246
"1478","09X011",91.9,"Hispanic",0.938,"Bronx",1,0,0.482,0.263,0.518,0.008,597,0.951,"34.7",0.246
"1479","09X011",93.3,"ELL",0.938,"Bronx",1,0,0.482,0.263,0.518,0.008,597,0.951,"29.4",0.246
"1480","09X011",91.6,"Poverty",0.938,"Bronx",1,0,0.482,0.263,0.518,0.008,597,0.951,"35.1",0.246
"1481","09X011",92,"Female",0.938,"Bronx",1,0,0.482,0.263,0.518,0.008,597,0.951,"29.8",0.246
"1482","09X011",89.2,"SWD",0.938,"Bronx",1,0,0.482,0.263,0.518,0.008,597,0.951,"54.5",0.246
"1483","09X011",91.5,"Male",0.938,"Bronx",1,0,0.482,0.263,0.518,0.008,597,0.951,"38.3",0.246
"1484","09X028",90,"ELL",0.957,"Bronx",1,0,0.582,0.188,0.418,0.013,720,0.945,"31.8",0.253
"1485","09X028",91.4,"Not ELL",0.957,"Bronx",1,0,0.582,0.188,0.418,0.013,720,0.945,"33.8",0.253
"1486","09X028",93.3,"Black",0.957,"Bronx",1,0,0.582,0.188,0.418,0.013,720,0.945,"25.0",0.253
"1487","09X028",90.1,"Female",0.957,"Bronx",1,0,0.582,0.188,0.418,0.013,720,0.945,"34.5",0.253
"1488","09X028",91.6,"Not SWD",0.957,"Bronx",1,0,0.582,0.188,0.418,0.013,720,0.945,"32.1",0.253
"1489","09X028",89.4,"SWD",0.957,"Bronx",1,0,0.582,0.188,0.418,0.013,720,0.945,"35.3",0.253
"1490","09X028",91.6,"Male",0.957,"Bronx",1,0,0.582,0.188,0.418,0.013,720,0.945,"31.7",0.253
"1491","09X028",90.9,"All Students",0.957,"Bronx",1,0,0.582,0.188,0.418,0.013,720,0.945,"33.1",0.253
"1492","09X028",90.1,"Hispanic",0.957,"Bronx",1,0,0.582,0.188,0.418,0.013,720,0.945,"36.0",0.253
"1493","09X035",93.4,"Hispanic",0.912,"Bronx",1,0,0.526,0.269,0.474,0.014,661,0.905,"25.0",0.225
"1494","09X035",93.8,"Male",0.912,"Bronx",1,0,0.526,0.269,0.474,0.014,661,0.905,"18.8",0.225
"1495","09X035",93.5,"All Students",0.912,"Bronx",1,0,0.526,0.269,0.474,0.014,661,0.905,"23.0",0.225
"1496","09X035",94.3,"Not SWD",0.912,"Bronx",1,0,0.526,0.269,0.474,0.014,661,0.905,"18.2",0.225
"1497","09X035",91.4,"SWD",0.912,"Bronx",1,0,0.526,0.269,0.474,0.014,661,0.905,"35.3",0.225
"1498","09X035",93.5,"Black",0.912,"Bronx",1,0,0.526,0.269,0.474,0.014,661,0.905,"18.2",0.225
"1499","09X035",93.2,"Poverty",0.912,"Bronx",1,0,0.526,0.269,0.474,0.014,661,0.905,"23.9",0.225
"1500","09X035",95.9,"Not Poverty",0.912,"Bronx",1,0,0.526,0.269,0.474,0.014,661,0.905,"15.4",0.225
"1501","09X035",93.1,"Female",0.912,"Bronx",1,0,0.526,0.269,0.474,0.014,661,0.905,"27.6",0.225
"1502","09X035",92.9,"Not ELL",0.912,"Bronx",1,0,0.526,0.269,0.474,0.014,661,0.905,"24.7",0.225
"1503","09X035",95.8,"ELL",0.912,"Bronx",1,0,0.526,0.269,0.474,0.014,661,0.905,"17.2",0.225
"1504","09X042",92.6,"Poverty",0.998,"Bronx",1,0,0.487,0.408,0.513,0.002,439,0.968,"34.9",0.292
"1505","09X042",92.3,"Not ELL",0.998,"Bronx",1,0,0.487,0.408,0.513,0.002,439,0.968,"35.7",0.292
"1506","09X042",92,"Hispanic",0.998,"Bronx",1,0,0.487,0.408,0.513,0.002,439,0.968,"36.6",0.292
"1507","09X042",94.6,"ELL",0.998,"Bronx",1,0,0.487,0.408,0.513,0.002,439,0.968,"28.6",0.292
"1508","09X042",92.6,"All Students",0.998,"Bronx",1,0,0.487,0.408,0.513,0.002,439,0.968,"34.9",0.292
"1509","09X042",94,"Not SWD",0.998,"Bronx",1,0,0.487,0.408,0.513,0.002,439,0.968,"26.2",0.292
"1510","09X042",89.8,"SWD",0.998,"Bronx",1,0,0.487,0.408,0.513,0.002,439,0.968,"52.4",0.292
"1511","09X042",91.6,"Male",0.998,"Bronx",1,0,0.487,0.408,0.513,0.002,439,0.968,"46.4",0.292
"1512","09X042",93.3,"Female",0.998,"Bronx",1,0,0.487,0.408,0.513,0.002,439,0.968,"25.7",0.292
"1513","09X053",90.8,"Male",0.926,"Bronx",1,0,0.503,0.297,0.497,0.017,1143,0.961,"34.5",0.156
"1514","09X053",88.6,"SWD",0.926,"Bronx",1,0,0.503,0.297,0.497,0.017,1143,0.961,"37.5",0.156
"1515","09X053",91.3,"Not ELL",0.926,"Bronx",1,0,0.503,0.297,0.497,0.017,1143,0.961,"33.1",0.156
"1516","09X053",97,"Not Poverty",0.926,"Bronx",1,0,0.503,0.297,0.497,0.017,1143,0.961,"0.0",0.156
"1517","09X053",92.6,"Black",0.926,"Bronx",1,0,0.503,0.297,0.497,0.017,1143,0.961,"26.2",0.156
"1518","09X053",91.7,"All Students",0.926,"Bronx",1,0,0.503,0.297,0.497,0.017,1143,0.961,"30.6",0.156
"1519","09X053",91.2,"Poverty",0.926,"Bronx",1,0,0.503,0.297,0.497,0.017,1143,0.961,"33.3",0.156
"1520","09X053",92.7,"Not SWD",0.926,"Bronx",1,0,0.503,0.297,0.497,0.017,1143,0.961,"28.2",0.156
"1521","09X053",92.9,"ELL",0.926,"Bronx",1,0,0.503,0.297,0.497,0.017,1143,0.961,"23.7",0.156
"1522","09X053",92.6,"Female",0.926,"Bronx",1,0,0.503,0.297,0.497,0.017,1143,0.961,"26.4",0.156
"1523","09X053",91.1,"Hispanic",0.926,"Bronx",1,0,0.503,0.297,0.497,0.017,1143,0.961,"33.3",0.156
"1524","09X055",92,"All Students",0.977,"Bronx",0,0,0.489,0.503,0.511,0.011,642,0.979,"29.1",0.213
"1525","09X055",93.2,"Black",0.977,"Bronx",0,0,0.489,0.503,0.511,0.011,642,0.979,"22.0",0.213
"1526","09X055",93.3,"Not SWD",0.977,"Bronx",0,0,0.489,0.503,0.511,0.011,642,0.979,"21.1",0.213
"1527","09X055",91.7,"Male",0.977,"Bronx",0,0,0.489,0.503,0.511,0.011,642,0.979,"30.0",0.213
"1528","09X055",92.1,"ELL",0.977,"Bronx",0,0,0.489,0.503,0.511,0.011,642,0.979,"26.3",0.213
"1529","09X055",92,"Not ELL",0.977,"Bronx",0,0,0.489,0.503,0.511,0.011,642,0.979,"29.8",0.213
"1530","09X055",92.4,"Female",0.977,"Bronx",0,0,0.489,0.503,0.511,0.011,642,0.979,"27.9",0.213
"1531","09X055",89,"SWD",0.977,"Bronx",0,0,0.489,0.503,0.511,0.011,642,0.979,"46.9",0.213
"1532","09X058",87.9,"Not ELL",0.964,"Bronx",1,0,0.533,0.251,0.467,0.019,471,0.969,"51.6",0.285
"1533","09X058",88.9,"Poverty",0.964,"Bronx",1,0,0.533,0.251,0.467,0.019,471,0.969,"46.2",0.285
"1534","09X058",89.2,"All Students",0.964,"Bronx",1,0,0.533,0.251,0.467,0.019,471,0.969,"45.5",0.285
"1535","09X058",90.1,"Not SWD",0.964,"Bronx",1,0,0.533,0.251,0.467,0.019,471,0.969,"39.0",0.285
"1536","09X058",87.4,"SWD",0.964,"Bronx",1,0,0.533,0.251,0.467,0.019,471,0.969,"58.6",0.285
"1537","09X058",87.9,"Hispanic",0.964,"Bronx",1,0,0.533,0.251,0.467,0.019,471,0.969,"50.0",0.285
"1538","09X058",91.4,"Female",0.964,"Bronx",1,0,0.533,0.251,0.467,0.019,471,0.969,"34.8",0.285
"1539","09X058",86.7,"Male",0.964,"Bronx",1,0,0.533,0.251,0.467,0.019,471,0.969,"57.1",0.285
"1540","09X058",92.2,"Black",0.964,"Bronx",1,0,0.533,0.251,0.467,0.019,471,0.969,"34.6",0.285
"1541","09X058",92.7,"ELL",0.964,"Bronx",1,0,0.533,0.251,0.467,0.019,471,0.969,"29.2",0.285
"1542","09X058",91.9,"Not Poverty",0.964,"Bronx",1,0,0.533,0.251,0.467,0.019,471,0.969,"40.0",0.285
"1543","09X063",90.1,"Hispanic",0.958,"Bronx",1,0,0.504,0.367,0.496,0.029,589,0.942,"37.3",0.216
"1544","09X063",89.7,"Male",0.958,"Bronx",1,0,0.504,0.367,0.496,0.029,589,0.942,"40.0",0.216
"1545","09X063",87.1,"Black",0.958,"Bronx",1,0,0.504,0.367,0.496,0.029,589,0.942,"44.1",0.216
"1546","09X063",88.6,"Female",0.958,"Bronx",1,0,0.504,0.367,0.496,0.029,589,0.942,"37.2",0.216
"1547","09X063",95,"ELL",0.958,"Bronx",1,0,0.504,0.367,0.496,0.029,589,0.942,"6.3",0.216
"1548","09X063",89.1,"All Students",0.958,"Bronx",1,0,0.504,0.367,0.496,0.029,589,0.942,"38.6",0.216
"1549","09X063",88,"Not ELL",0.958,"Bronx",1,0,0.504,0.367,0.496,0.029,589,0.942,"45.8",0.216
"1550","09X070",87.6,"SWD",0.968,"Bronx",1,0,0.53,0.249,0.47,0.011,1227,0.953,"57.4",0.21
"1551","09X070",90.3,"Black",0.968,"Bronx",1,0,0.53,0.249,0.47,0.011,1227,0.953,"40.4",0.21
"1552","09X070",90.5,"Female",0.968,"Bronx",1,0,0.53,0.249,0.47,0.011,1227,0.953,"36.4",0.21
"1553","09X070",89.8,"Male",0.968,"Bronx",1,0,0.53,0.249,0.47,0.011,1227,0.953,"45.5",0.21
"1554","09X070",90.2,"All Students",0.968,"Bronx",1,0,0.53,0.249,0.47,0.011,1227,0.953,"41.0",0.21
"1555","09X070",89.9,"Not ELL",0.968,"Bronx",1,0,0.53,0.249,0.47,0.011,1227,0.953,"42.5",0.21
"1556","09X070",90.1,"Hispanic",0.968,"Bronx",1,0,0.53,0.249,0.47,0.011,1227,0.953,"41.0",0.21
"1557","09X070",90.8,"ELL",0.968,"Bronx",1,0,0.53,0.249,0.47,0.011,1227,0.953,"37.5",0.21
"1558","09X070",90.9,"Not SWD",0.968,"Bronx",1,0,0.53,0.249,0.47,0.011,1227,0.953,"36.5",0.21
"1559","09X073",88.1,"SWD",0.95,"Bronx",1,0,0.523,0.224,0.477,0.024,706,0.948,"53.6",0.205
"1560","09X073",91.6,"Not SWD",0.95,"Bronx",1,0,0.523,0.224,0.477,0.024,706,0.948,"30.1",0.205
"1561","09X073",91.3,"Female",0.95,"Bronx",1,0,0.523,0.224,0.477,0.024,706,0.948,"32.3",0.205
"1562","09X073",90.3,"Hispanic",0.95,"Bronx",1,0,0.523,0.224,0.477,0.024,706,0.948,"38.1",0.205
"1563","09X073",90.8,"All Students",0.95,"Bronx",1,0,0.523,0.224,0.477,0.024,706,0.948,"35.1",0.205
"1564","09X073",92.7,"ELL",0.95,"Bronx",1,0,0.523,0.224,0.477,0.024,706,0.948,"22.9",0.205
"1565","09X073",90.3,"Male",0.95,"Bronx",1,0,0.523,0.224,0.477,0.024,706,0.948,"37.9",0.205
"1566","09X073",90.2,"Not ELL",0.95,"Bronx",1,0,0.523,0.224,0.477,0.024,706,0.948,"39.6",0.205
"1567","09X109",88.6,"Poverty",0.93,"Bronx",1,0,0.526,0.174,0.474,0.005,661,0.912,"50.0",0.2
"1568","09X109",87.8,"Not Poverty",0.93,"Bronx",1,0,0.526,0.174,0.474,0.005,661,0.912,"33.3",0.2
"1569","09X109",88.8,"Not SWD",0.93,"Bronx",1,0,0.526,0.174,0.474,0.005,661,0.912,"44.8",0.2
"1570","09X109",88.5,"All Students",0.93,"Bronx",1,0,0.526,0.174,0.474,0.005,661,0.912,"48.1",0.2
"1571","09X109",86.8,"SWD",0.93,"Bronx",1,0,0.526,0.174,0.474,0.005,661,0.912,"64.7",0.2
"1572","09X109",88.1,"Male",0.93,"Bronx",1,0,0.526,0.174,0.474,0.005,661,0.912,"47.4",0.2
"1573","09X109",88.5,"Not ELL",0.93,"Bronx",1,0,0.526,0.174,0.474,0.005,661,0.912,"48.8",0.2
"1574","09X109",89,"Female",0.93,"Bronx",1,0,0.526,0.174,0.474,0.005,661,0.912,"48.9",0.2
"1575","09X109",88.4,"ELL",0.93,"Bronx",1,0,0.526,0.174,0.474,0.005,661,0.912,"45.5",0.2
"1576","09X109",89.8,"Hispanic",0.93,"Bronx",1,0,0.526,0.174,0.474,0.005,661,0.912,"42.0",0.2
"1577","09X109",83.5,"Black",0.93,"Bronx",1,0,0.526,0.174,0.474,0.005,661,0.912,"69.6",0.2
"1578","09X110",92,"Poverty",0.976,"Bronx",1,0,0.493,0.384,0.507,0.07,458,0.945,"37.2",0.247
"1579","09X110",93.9,"ELL",0.976,"Bronx",1,0,0.493,0.384,0.507,0.07,458,0.945,"20.0",0.247
"1580","09X110",91.3,"Not ELL",0.976,"Bronx",1,0,0.493,0.384,0.507,0.07,458,0.945,"43.1",0.247
"1581","09X110",92.3,"Male",0.976,"Bronx",1,0,0.493,0.384,0.507,0.07,458,0.945,"34.2",0.247
"1582","09X110",91.7,"Female",0.976,"Bronx",1,0,0.493,0.384,0.507,0.07,458,0.945,"40.0",0.247
"1583","09X110",90.2,"SWD",0.976,"Bronx",1,0,0.493,0.384,0.507,0.07,458,0.945,"47.8",0.247
"1584","09X110",92,"All Students",0.976,"Bronx",1,0,0.493,0.384,0.507,0.07,458,0.945,"37.2",0.247
"1585","09X110",92.8,"Not SWD",0.976,"Bronx",1,0,0.493,0.384,0.507,0.07,458,0.945,"32.7",0.247
"1586","09X110",93.4,"Black",0.976,"Bronx",1,0,0.493,0.384,0.507,0.07,458,0.945,"26.7",0.247
"1587","09X110",91,"Hispanic",0.976,"Bronx",1,0,0.493,0.384,0.507,0.07,458,0.945,"45.0",0.247
"1588","09X114",96.2,"Not Poverty",0.951,"Bronx",1,0,0.523,0.228,0.477,0.029,753,0.942,"0.0",0.208
"1589","09X114",94.2,"Male",0.951,"Bronx",1,0,0.523,0.228,0.477,0.029,753,0.942,"18.8",0.208
"1590","09X114",91.9,"Female",0.951,"Bronx",1,0,0.523,0.228,0.477,0.029,753,0.942,"26.4",0.208
"1591","09X114",92.5,"Hispanic",0.951,"Bronx",1,0,0.523,0.228,0.477,0.029,753,0.942,"22.8",0.208
"1592","09X114",92.8,"Poverty",0.951,"Bronx",1,0,0.523,0.228,0.477,0.029,753,0.942,"24.6",0.208
"1593","09X114",93,"ELL",0.951,"Bronx",1,0,0.523,0.228,0.477,0.029,753,0.942,"24.2",0.208
"1594","09X114",94.4,"Black",0.951,"Bronx",1,0,0.523,0.228,0.477,0.029,753,0.942,"22.5",0.208
"1595","09X114",91.5,"SWD",0.951,"Bronx",1,0,0.523,0.228,0.477,0.029,753,0.942,"31.0",0.208
"1596","09X114",93.5,"Not SWD",0.951,"Bronx",1,0,0.523,0.228,0.477,0.029,753,0.942,"20.5",0.208
"1597","09X114",93.1,"All Students",0.951,"Bronx",1,0,0.523,0.228,0.477,0.029,753,0.942,"22.7",0.208
"1598","09X114",93.1,"Not ELL",0.951,"Bronx",1,0,0.523,0.228,0.477,0.029,753,0.942,"21.5",0.208
"1599","09X126",91.7,"All Students",0.97,"Bronx",1,0,0.475,0.222,0.525,0.018,571,0.951,"31.0",0.177
"1600","09X126",92.9,"Female",0.97,"Bronx",1,0,0.475,0.222,0.525,0.018,571,0.951,"27.7",0.177
"1601","09X126",90.7,"Male",0.97,"Bronx",1,0,0.475,0.222,0.525,0.018,571,0.951,"34.0",0.177
"1602","09X126",92.9,"ELL",0.97,"Bronx",1,0,0.475,0.222,0.525,0.018,571,0.951,"26.1",0.177
"1603","09X126",91.7,"Black",0.97,"Bronx",1,0,0.475,0.222,0.525,0.018,571,0.951,"31.8",0.177
"1604","09X126",89,"SWD",0.97,"Bronx",1,0,0.475,0.222,0.525,0.018,571,0.951,"43.5",0.177
"1605","09X126",91.5,"Hispanic",0.97,"Bronx",1,0,0.475,0.222,0.525,0.018,571,0.951,"31.6",0.177
"1606","09X126",92.6,"Not SWD",0.97,"Bronx",1,0,0.475,0.222,0.525,0.018,571,0.951,"27.3",0.177
"1607","09X126",91.4,"Not ELL",0.97,"Bronx",1,0,0.475,0.222,0.525,0.018,571,0.951,"32.5",0.177
"1608","09X132",89.4,"Female",0.949,"Bronx",1,0,0.505,0.449,0.495,0.003,370,0.973,"45.9",0.289
"1609","09X132",91.9,"Black",0.949,"Bronx",1,0,0.505,0.449,0.495,0.003,370,0.973,"33.3",0.289
"1610","09X132",89.8,"Poverty",0.949,"Bronx",1,0,0.505,0.449,0.495,0.003,370,0.973,"44.4",0.289
"1611","09X132",88.6,"Not ELL",0.949,"Bronx",1,0,0.505,0.449,0.495,0.003,370,0.973,"50.0",0.289
"1612","09X132",95.9,"ELL",0.949,"Bronx",1,0,0.505,0.449,0.495,0.003,370,0.973,"16.7",0.289
"1613","09X132",89.8,"All Students",0.949,"Bronx",1,0,0.505,0.449,0.495,0.003,370,0.973,"44.4",0.289
"1614","09X132",88.8,"SWD",0.949,"Bronx",1,0,0.505,0.449,0.495,0.003,370,0.973,"53.6",0.289
"1615","09X132",90.4,"Not SWD",0.949,"Bronx",1,0,0.505,0.449,0.495,0.003,370,0.973,"38.6",0.289
"1616","09X132",90.2,"Male",0.949,"Bronx",1,0,0.505,0.449,0.495,0.003,370,0.973,"42.9",0.289
"1617","09X163",94.6,"Male",0.996,"Bronx",1,0,0.524,0.364,0.476,0.015,481,0.968,"17.4",0.27
"1618","09X163",93.3,"Hispanic",0.996,"Bronx",1,0,0.524,0.364,0.476,0.015,481,0.968,"22.0",0.27
"1619","09X163",91.5,"SWD",0.996,"Bronx",1,0,0.524,0.364,0.476,0.015,481,0.968,"33.3",0.27
"1620","09X163",94.7,"Not SWD",0.996,"Bronx",1,0,0.524,0.364,0.476,0.015,481,0.968,"15.6",0.27
"1621","09X163",93.9,"Not ELL",0.996,"Bronx",1,0,0.524,0.364,0.476,0.015,481,0.968,"20.0",0.27
"1622","09X163",93.8,"ELL",0.996,"Bronx",1,0,0.524,0.364,0.476,0.015,481,0.968,"20.0",0.27
"1623","09X163",93.9,"All Students",0.996,"Bronx",1,0,0.524,0.364,0.476,0.015,481,0.968,"20.0",0.27
"1624","09X163",93.1,"Female",0.996,"Bronx",1,0,0.524,0.364,0.476,0.015,481,0.968,"23.1",0.27
"1625","09X199",91.6,"Black",0.976,"Bronx",1,0,0.535,0.258,0.465,0.021,749,0.952,"24.3",0.21
"1626","09X199",90.6,"All Students",0.976,"Bronx",1,0,0.535,0.258,0.465,0.021,749,0.952,"37.3",0.21
"1627","09X199",90,"Male",0.976,"Bronx",1,0,0.535,0.258,0.465,0.021,749,0.952,"35.8",0.21
"1628","09X199",91.3,"Female",0.976,"Bronx",1,0,0.535,0.258,0.465,0.021,749,0.952,"39.0",0.21
"1629","09X199",90.1,"Hispanic",0.976,"Bronx",1,0,0.535,0.258,0.465,0.021,749,0.952,"42.9",0.21
"1630","09X199",90.5,"ELL",0.976,"Bronx",1,0,0.535,0.258,0.465,0.021,749,0.952,"41.0",0.21
"1631","09X199",90.7,"Not ELL",0.976,"Bronx",1,0,0.535,0.258,0.465,0.021,749,0.952,"35.6",0.21
"1632","09X204",94.8,"Not Poverty",0.868,"Bronx",1,1,0.519,0.265,0.481,0.01,630,0.922,"12.5",0.237
"1633","09X204",90.3,"SWD",0.868,"Bronx",1,1,0.519,0.265,0.481,0.01,630,0.922,"40.0",0.237
"1634","09X204",92,"ELL",0.868,"Bronx",1,1,0.519,0.265,0.481,0.01,630,0.922,"30.0",0.237
"1635","09X204",94.1,"Female",0.868,"Bronx",1,1,0.519,0.265,0.481,0.01,630,0.922,"18.4",0.237
"1636","09X204",93.5,"Poverty",0.868,"Bronx",1,1,0.519,0.265,0.481,0.01,630,0.922,"21.7",0.237
"1637","09X204",93.4,"Hispanic",0.868,"Bronx",1,1,0.519,0.265,0.481,0.01,630,0.922,"22.6",0.237
"1638","09X204",94.4,"Not SWD",0.868,"Bronx",1,1,0.519,0.265,0.481,0.01,630,0.922,"16.0",0.237
"1639","09X204",94,"Black",0.868,"Bronx",1,1,0.519,0.265,0.481,0.01,630,0.922,"19.4",0.237
"1640","09X204",93.1,"Male",0.868,"Bronx",1,1,0.519,0.265,0.481,0.01,630,0.922,"23.6",0.237
"1641","09X204",93.7,"All Students",0.868,"Bronx",1,1,0.519,0.265,0.481,0.01,630,0.922,"20.6",0.237
"1642","09X204",94,"Not ELL",0.868,"Bronx",1,1,0.519,0.265,0.481,0.01,630,0.922,"18.9",0.237
"1643","09X218",94.3,"Poverty",0.881,"Bronx",0,0,0.505,0.044,0.495,0.011,1009,0.927,"17.9",0.186
"1644","09X218",94.5,"Female",0.881,"Bronx",0,0,0.505,0.044,0.495,0.011,1009,0.927,"15.4",0.186
