"","DBN","School Name.x","Year.x","Percent_Attendance","Demographic Category","Demographic Variable","Percent_Chronically_Absent","School Name.y","Year.y","Total Enrollment","Grade 3","% Female","% Male","% Black","% White","% Students with Disabilities","% Poverty","Economic Need Index","Gen Ed","ICT","SC 12:1","SC 12:1:1","SC 15:1","SC 6:1:1","SC 8:1:1"
"1245","07X005","P.S. 5 Port Morris","2017-18","89.5","Gender","Female","38.9","P.S. 5 Port Morris","2017-18",722,74,0.483,0.517,0.274,0.029,0.235,0.957,0.954,25.5,30,12,12,NA,NA,6
"1246","07X005","P.S. 5 Port Morris","2017-18","85.6","Ethnicity","Black","48.3","P.S. 5 Port Morris","2017-18",722,74,0.483,0.517,0.274,0.029,0.235,0.957,0.954,25.5,30,12,12,NA,NA,6
"1247","07X005","P.S. 5 Port Morris","2017-18","s","Ethnicity","Asian","s","P.S. 5 Port Morris","2017-18",722,74,0.483,0.517,0.274,0.029,0.235,0.957,0.954,25.5,30,12,12,NA,NA,6
"1248","07X005","P.S. 5 Port Morris","2017-18","88.0","Poverty","Poverty","48.1","P.S. 5 Port Morris","2017-18",722,74,0.483,0.517,0.274,0.029,0.235,0.957,0.954,25.5,30,12,12,NA,NA,6
"1249","07X005","P.S. 5 Port Morris","2017-18","89.4","Ethnicity","Hispanic","46.2","P.S. 5 Port Morris","2017-18",722,74,0.483,0.517,0.274,0.029,0.235,0.957,0.954,25.5,30,12,12,NA,NA,6
"1250","07X005","P.S. 5 Port Morris","2017-18","94.4","Poverty","Not Poverty","16.7","P.S. 5 Port Morris","2017-18",722,74,0.483,0.517,0.274,0.029,0.235,0.957,0.954,25.5,30,12,12,NA,NA,6
"1251","07X005","P.S. 5 Port Morris","2017-18","s","Ethnicity","Other","s","P.S. 5 Port Morris","2017-18",722,74,0.483,0.517,0.274,0.029,0.235,0.957,0.954,25.5,30,12,12,NA,NA,6
"1252","07X005","P.S. 5 Port Morris","2017-18","87.2","Gender","Male","53.6","P.S. 5 Port Morris","2017-18",722,74,0.483,0.517,0.274,0.029,0.235,0.957,0.954,25.5,30,12,12,NA,NA,6
"1253","07X005","P.S. 5 Port Morris","2017-18","88.4","All Students","All Students","46.4","P.S. 5 Port Morris","2017-18",722,74,0.483,0.517,0.274,0.029,0.235,0.957,0.954,25.5,30,12,12,NA,NA,6
"1254","07X005","P.S. 5 Port Morris","2017-18","86.9","ELL Status","Not ELL","53.9","P.S. 5 Port Morris","2017-18",722,74,0.483,0.517,0.274,0.029,0.235,0.957,0.954,25.5,30,12,12,NA,NA,6
"1255","07X005","P.S. 5 Port Morris","2017-18","89.8","SWD Status","SWD","45.5","P.S. 5 Port Morris","2017-18",722,74,0.483,0.517,0.274,0.029,0.235,0.957,0.954,25.5,30,12,12,NA,NA,6
"1256","07X005","P.S. 5 Port Morris","2017-18","87.7","SWD Status","Not SWD","46.8","P.S. 5 Port Morris","2017-18",722,74,0.483,0.517,0.274,0.029,0.235,0.957,0.954,25.5,30,12,12,NA,NA,6
"1257","07X005","P.S. 5 Port Morris","2017-18","s","Ethnicity","White","s","P.S. 5 Port Morris","2017-18",722,74,0.483,0.517,0.274,0.029,0.235,0.957,0.954,25.5,30,12,12,NA,NA,6
"1258","07X005","P.S. 5 Port Morris","2017-18","91.7","ELL Status","ELL","29.4","P.S. 5 Port Morris","2017-18",722,74,0.483,0.517,0.274,0.029,0.235,0.957,0.954,25.5,30,12,12,NA,NA,6
"1259","07X029","P.S./M.S. 029 Melrose School","2017-18","s","Ethnicity","Other","s","P.S./M.S. 029 Melrose School","2017-18",792,80,0.473,0.527,0.299,0.011,0.215,0.934,0.942,27.5,26,NA,10.5,NA,NA,NA
"1260","07X029","P.S./M.S. 029 Melrose School","2017-18","92.1","Ethnicity","Black","25.0","P.S./M.S. 029 Melrose School","2017-18",792,80,0.473,0.527,0.299,0.011,0.215,0.934,0.942,27.5,26,NA,10.5,NA,NA,NA
"1261","07X029","P.S./M.S. 029 Melrose School","2017-18","92.9","Gender","Male","25.9","P.S./M.S. 029 Melrose School","2017-18",792,80,0.473,0.527,0.299,0.011,0.215,0.934,0.942,27.5,26,NA,10.5,NA,NA,NA
"1262","07X029","P.S./M.S. 029 Melrose School","2017-18","92.1","All Students","All Students","30.2","P.S./M.S. 029 Melrose School","2017-18",792,80,0.473,0.527,0.299,0.011,0.215,0.934,0.942,27.5,26,NA,10.5,NA,NA,NA
"1263","07X029","P.S./M.S. 029 Melrose School","2017-18","90.9","Gender","Female","36.8","P.S./M.S. 029 Melrose School","2017-18",792,80,0.473,0.527,0.299,0.011,0.215,0.934,0.942,27.5,26,NA,10.5,NA,NA,NA
"1264","07X029","P.S./M.S. 029 Melrose School","2017-18","94.4","Poverty","Not Poverty","18.2","P.S./M.S. 029 Melrose School","2017-18",792,80,0.473,0.527,0.299,0.011,0.215,0.934,0.942,27.5,26,NA,10.5,NA,NA,NA
"1265","07X029","P.S./M.S. 029 Melrose School","2017-18","s","Ethnicity","White","s","P.S./M.S. 029 Melrose School","2017-18",792,80,0.473,0.527,0.299,0.011,0.215,0.934,0.942,27.5,26,NA,10.5,NA,NA,NA
"1266","07X029","P.S./M.S. 029 Melrose School","2017-18","93.2","ELL Status","ELL","31.6","P.S./M.S. 029 Melrose School","2017-18",792,80,0.473,0.527,0.299,0.011,0.215,0.934,0.942,27.5,26,NA,10.5,NA,NA,NA
"1267","07X029","P.S./M.S. 029 Melrose School","2017-18","91.9","ELL Status","Not ELL","29.9","P.S./M.S. 029 Melrose School","2017-18",792,80,0.473,0.527,0.299,0.011,0.215,0.934,0.942,27.5,26,NA,10.5,NA,NA,NA
"1268","07X029","P.S./M.S. 029 Melrose School","2017-18","91.8","Poverty","Poverty","31.8","P.S./M.S. 029 Melrose School","2017-18",792,80,0.473,0.527,0.299,0.011,0.215,0.934,0.942,27.5,26,NA,10.5,NA,NA,NA
"1269","07X029","P.S./M.S. 029 Melrose School","2017-18","s","Ethnicity","Asian","s","P.S./M.S. 029 Melrose School","2017-18",792,80,0.473,0.527,0.299,0.011,0.215,0.934,0.942,27.5,26,NA,10.5,NA,NA,NA
"1270","07X029","P.S./M.S. 029 Melrose School","2017-18","89.0","SWD Status","SWD","47.8","P.S./M.S. 029 Melrose School","2017-18",792,80,0.473,0.527,0.299,0.011,0.215,0.934,0.942,27.5,26,NA,10.5,NA,NA,NA
"1271","07X029","P.S./M.S. 029 Melrose School","2017-18","93.1","SWD Status","Not SWD","24.7","P.S./M.S. 029 Melrose School","2017-18",792,80,0.473,0.527,0.299,0.011,0.215,0.934,0.942,27.5,26,NA,10.5,NA,NA,NA
"1272","07X029","P.S./M.S. 029 Melrose School","2017-18","92.2","Ethnicity","Hispanic","32.3","P.S./M.S. 029 Melrose School","2017-18",792,80,0.473,0.527,0.299,0.011,0.215,0.934,0.942,27.5,26,NA,10.5,NA,NA,NA
"1273","07X031","P.S./M.S. 031 The William Lloyd Garrison","2017-18","94.5","ELL Status","ELL","9.1","P.S./M.S. 031 The William Lloyd Garrison","2017-18",708,61,0.451,0.549,0.274,0.025,0.24,0.921,0.923,23.5,28,10.4,NA,NA,NA,NA
"1274","07X031","P.S./M.S. 031 The William Lloyd Garrison","2017-18","91.2","Ethnicity","Hispanic","36.5","P.S./M.S. 031 The William Lloyd Garrison","2017-18",708,61,0.451,0.549,0.274,0.025,0.24,0.921,0.923,23.5,28,10.4,NA,NA,NA,NA
"1275","07X031","P.S./M.S. 031 The William Lloyd Garrison","2017-18","90.5","ELL Status","Not ELL","44.9","P.S./M.S. 031 The William Lloyd Garrison","2017-18",708,61,0.451,0.549,0.274,0.025,0.24,0.921,0.923,23.5,28,10.4,NA,NA,NA,NA
"1276","07X031","P.S./M.S. 031 The William Lloyd Garrison","2017-18","s","Ethnicity","Asian","s","P.S./M.S. 031 The William Lloyd Garrison","2017-18",708,61,0.451,0.549,0.274,0.025,0.24,0.921,0.923,23.5,28,10.4,NA,NA,NA,NA
"1277","07X031","P.S./M.S. 031 The William Lloyd Garrison","2017-18","s","Ethnicity","Other","s","P.S./M.S. 031 The William Lloyd Garrison","2017-18",708,61,0.451,0.549,0.274,0.025,0.24,0.921,0.923,23.5,28,10.4,NA,NA,NA,NA
"1278","07X031","P.S./M.S. 031 The William Lloyd Garrison","2017-18","94.0","Poverty","Not Poverty","12.5","P.S./M.S. 031 The William Lloyd Garrison","2017-18",708,61,0.451,0.549,0.274,0.025,0.24,0.921,0.923,23.5,28,10.4,NA,NA,NA,NA
"1279","07X031","P.S./M.S. 031 The William Lloyd Garrison","2017-18","91.8","SWD Status","SWD","34.6","P.S./M.S. 031 The William Lloyd Garrison","2017-18",708,61,0.451,0.549,0.274,0.025,0.24,0.921,0.923,23.5,28,10.4,NA,NA,NA,NA
"1280","07X031","P.S./M.S. 031 The William Lloyd Garrison","2017-18","91.0","All Students","All Students","40.4","P.S./M.S. 031 The William Lloyd Garrison","2017-18",708,61,0.451,0.549,0.274,0.025,0.24,0.921,0.923,23.5,28,10.4,NA,NA,NA,NA
"1281","07X031","P.S./M.S. 031 The William Lloyd Garrison","2017-18","90.7","Poverty","Poverty","43.2","P.S./M.S. 031 The William Lloyd Garrison","2017-18",708,61,0.451,0.549,0.274,0.025,0.24,0.921,0.923,23.5,28,10.4,NA,NA,NA,NA
"1282","07X031","P.S./M.S. 031 The William Lloyd Garrison","2017-18","90.4","Gender","Female","38.9","P.S./M.S. 031 The William Lloyd Garrison","2017-18",708,61,0.451,0.549,0.274,0.025,0.24,0.921,0.923,23.5,28,10.4,NA,NA,NA,NA
"1283","07X031","P.S./M.S. 031 The William Lloyd Garrison","2017-18","90.8","Ethnicity","Black","45.5","P.S./M.S. 031 The William Lloyd Garrison","2017-18",708,61,0.451,0.549,0.274,0.025,0.24,0.921,0.923,23.5,28,10.4,NA,NA,NA,NA
"1284","07X031","P.S./M.S. 031 The William Lloyd Garrison","2017-18","s","Ethnicity","White","s","P.S./M.S. 031 The William Lloyd Garrison","2017-18",708,61,0.451,0.549,0.274,0.025,0.24,0.921,0.923,23.5,28,10.4,NA,NA,NA,NA
"1285","07X031","P.S./M.S. 031 The William Lloyd Garrison","2017-18","91.4","Gender","Male","41.5","P.S./M.S. 031 The William Lloyd Garrison","2017-18",708,61,0.451,0.549,0.274,0.025,0.24,0.921,0.923,23.5,28,10.4,NA,NA,NA,NA
"1286","07X031","P.S./M.S. 031 The William Lloyd Garrison","2017-18","90.6","SWD Status","Not SWD","42.9","P.S./M.S. 031 The William Lloyd Garrison","2017-18",708,61,0.451,0.549,0.274,0.025,0.24,0.921,0.923,23.5,28,10.4,NA,NA,NA,NA
"1287","07X151","J.H.S. 151 Lou Gehrig","2017-18","s","SWD Status","Not SWD","s","J.H.S. 151 Lou Gehrig","2017-18",261,0,0.475,0.525,0.268,0.023,0.264,0.992,0.947,25,25,9,11,NA,NA,NA
"1288","07X151","J.H.S. 151 Lou Gehrig","2017-18","90.2","ELL Status","ELL","s","J.H.S. 151 Lou Gehrig","2017-18",261,0,0.475,0.525,0.268,0.023,0.264,0.992,0.947,25,25,9,11,NA,NA,NA
"1289","07X151","J.H.S. 151 Lou Gehrig","2017-18","s","ELL Status","Not ELL","s","J.H.S. 151 Lou Gehrig","2017-18",261,0,0.475,0.525,0.268,0.023,0.264,0.992,0.947,25,25,9,11,NA,NA,NA
"1290","07X151","J.H.S. 151 Lou Gehrig","2017-18","s","Ethnicity","Black","s","J.H.S. 151 Lou Gehrig","2017-18",261,0,0.475,0.525,0.268,0.023,0.264,0.992,0.947,25,25,9,11,NA,NA,NA
"1291","07X151","J.H.S. 151 Lou Gehrig","2017-18","s","SWD Status","SWD","s","J.H.S. 151 Lou Gehrig","2017-18",261,0,0.475,0.525,0.268,0.023,0.264,0.992,0.947,25,25,9,11,NA,NA,NA
"1292","07X151","J.H.S. 151 Lou Gehrig","2017-18","s","Ethnicity","White","s","J.H.S. 151 Lou Gehrig","2017-18",261,0,0.475,0.525,0.268,0.023,0.264,0.992,0.947,25,25,9,11,NA,NA,NA
"1293","07X151","J.H.S. 151 Lou Gehrig","2017-18","87.9","All Students","All Students","46.5","J.H.S. 151 Lou Gehrig","2017-18",261,0,0.475,0.525,0.268,0.023,0.264,0.992,0.947,25,25,9,11,NA,NA,NA
"1294","07X151","J.H.S. 151 Lou Gehrig","2017-18","s","Gender","Female","s","J.H.S. 151 Lou Gehrig","2017-18",261,0,0.475,0.525,0.268,0.023,0.264,0.992,0.947,25,25,9,11,NA,NA,NA
"1295","07X151","J.H.S. 151 Lou Gehrig","2017-18","s","Poverty","Poverty","s","J.H.S. 151 Lou Gehrig","2017-18",261,0,0.475,0.525,0.268,0.023,0.264,0.992,0.947,25,25,9,11,NA,NA,NA
"1296","07X151","J.H.S. 151 Lou Gehrig","2017-18","s","Gender","Male","s","J.H.S. 151 Lou Gehrig","2017-18",261,0,0.475,0.525,0.268,0.023,0.264,0.992,0.947,25,25,9,11,NA,NA,NA
"1297","07X151","J.H.S. 151 Lou Gehrig","2017-18","87.8","Ethnicity","Hispanic","45.1","J.H.S. 151 Lou Gehrig","2017-18",261,0,0.475,0.525,0.268,0.023,0.264,0.992,0.947,25,25,9,11,NA,NA,NA
"1298","07X151","J.H.S. 151 Lou Gehrig","2017-18","s","Poverty","Not Poverty","s","J.H.S. 151 Lou Gehrig","2017-18",261,0,0.475,0.525,0.268,0.023,0.264,0.992,0.947,25,25,9,11,NA,NA,NA
"1299","07X221","South Bronx Preparatory: A College Board School","2017-18","94.2","SWD Status","Not SWD","14.3","South Bronx Preparatory: A College Board School","2017-18",659,0,0.545,0.455,0.25,0.018,0.267,0.971,0.937,29,30,10.3,NA,NA,NA,NA
"1300","07X221","South Bronx Preparatory: A College Board School","2017-18","93.8","All Students","All Students","14.9","South Bronx Preparatory: A College Board School","2017-18",659,0,0.545,0.455,0.25,0.018,0.267,0.971,0.937,29,30,10.3,NA,NA,NA,NA
"1301","07X221","South Bronx Preparatory: A College Board School","2017-18","93.8","ELL Status","Not ELL","15.2","South Bronx Preparatory: A College Board School","2017-18",659,0,0.545,0.455,0.25,0.018,0.267,0.971,0.937,29,30,10.3,NA,NA,NA,NA
"1302","07X221","South Bronx Preparatory: A College Board School","2017-18","93.0","SWD Status","SWD","16.1","South Bronx Preparatory: A College Board School","2017-18",659,0,0.545,0.455,0.25,0.018,0.267,0.971,0.937,29,30,10.3,NA,NA,NA,NA
"1303","07X221","South Bronx Preparatory: A College Board School","2017-18","94.5","ELL Status","ELL","11.1","South Bronx Preparatory: A College Board School","2017-18",659,0,0.545,0.455,0.25,0.018,0.267,0.971,0.937,29,30,10.3,NA,NA,NA,NA
"1304","07X221","South Bronx Preparatory: A College Board School","2017-18","s","Ethnicity","Asian","s","South Bronx Preparatory: A College Board School","2017-18",659,0,0.545,0.455,0.25,0.018,0.267,0.971,0.937,29,30,10.3,NA,NA,NA,NA
"1305","07X221","South Bronx Preparatory: A College Board School","2017-18","s","Ethnicity","White","s","South Bronx Preparatory: A College Board School","2017-18",659,0,0.545,0.455,0.25,0.018,0.267,0.971,0.937,29,30,10.3,NA,NA,NA,NA
"1306","07X221","South Bronx Preparatory: A College Board School","2017-18","s","Poverty","Poverty","s","South Bronx Preparatory: A College Board School","2017-18",659,0,0.545,0.455,0.25,0.018,0.267,0.971,0.937,29,30,10.3,NA,NA,NA,NA
"1307","07X221","South Bronx Preparatory: A College Board School","2017-18","93.6","Ethnicity","Hispanic","15.2","South Bronx Preparatory: A College Board School","2017-18",659,0,0.545,0.455,0.25,0.018,0.267,0.971,0.937,29,30,10.3,NA,NA,NA,NA
"1308","07X221","South Bronx Preparatory: A College Board School","2017-18","95.3","Ethnicity","Black","11.8","South Bronx Preparatory: A College Board School","2017-18",659,0,0.545,0.455,0.25,0.018,0.267,0.971,0.937,29,30,10.3,NA,NA,NA,NA
"1309","07X221","South Bronx Preparatory: A College Board School","2017-18","92.3","Gender","Female","20.0","South Bronx Preparatory: A College Board School","2017-18",659,0,0.545,0.455,0.25,0.018,0.267,0.971,0.937,29,30,10.3,NA,NA,NA,NA
"1310","07X221","South Bronx Preparatory: A College Board School","2017-18","95.7","Gender","Male","8.7","South Bronx Preparatory: A College Board School","2017-18",659,0,0.545,0.455,0.25,0.018,0.267,0.971,0.937,29,30,10.3,NA,NA,NA,NA
"1311","07X221","South Bronx Preparatory: A College Board School","2017-18","s","Poverty","Not Poverty","s","South Bronx Preparatory: A College Board School","2017-18",659,0,0.545,0.455,0.25,0.018,0.267,0.971,0.937,29,30,10.3,NA,NA,NA,NA
"1312","07X221","South Bronx Preparatory: A College Board School","2017-18","s","Ethnicity","Other","s","South Bronx Preparatory: A College Board School","2017-18",659,0,0.545,0.455,0.25,0.018,0.267,0.971,0.937,29,30,10.3,NA,NA,NA,NA
"1313","07X223","The Laboratory School of Finance and Technology: X","2017-18","94.3","All Students","All Students","13.0","The Laboratory School of Finance and Technology: X","2017-18",684,0,0.485,0.515,0.178,0.007,0.215,0.974,0.923,31,31,10.5,NA,NA,NA,NA
"1314","07X223","The Laboratory School of Finance and Technology: X","2017-18","93.9","ELL Status","Not ELL","14.9","The Laboratory School of Finance and Technology: X","2017-18",684,0,0.485,0.515,0.178,0.007,0.215,0.974,0.923,31,31,10.5,NA,NA,NA,NA
"1315","07X223","The Laboratory School of Finance and Technology: X","2017-18","s","Ethnicity","Other","s","The Laboratory School of Finance and Technology: X","2017-18",684,0,0.485,0.515,0.178,0.007,0.215,0.974,0.923,31,31,10.5,NA,NA,NA,NA
"1316","07X223","The Laboratory School of Finance and Technology: X","2017-18","s","Poverty","Not Poverty","s","The Laboratory School of Finance and Technology: X","2017-18",684,0,0.485,0.515,0.178,0.007,0.215,0.974,0.923,31,31,10.5,NA,NA,NA,NA
"1317","07X223","The Laboratory School of Finance and Technology: X","2017-18","s","Ethnicity","White","s","The Laboratory School of Finance and Technology: X","2017-18",684,0,0.485,0.515,0.178,0.007,0.215,0.974,0.923,31,31,10.5,NA,NA,NA,NA
"1318","07X223","The Laboratory School of Finance and Technology: X","2017-18","94.3","Ethnicity","Hispanic","12.9","The Laboratory School of Finance and Technology: X","2017-18",684,0,0.485,0.515,0.178,0.007,0.215,0.974,0.923,31,31,10.5,NA,NA,NA,NA
"1319","07X223","The Laboratory School of Finance and Technology: X","2017-18","96.5","ELL Status","ELL","0.0","The Laboratory School of Finance and Technology: X","2017-18",684,0,0.485,0.515,0.178,0.007,0.215,0.974,0.923,31,31,10.5,NA,NA,NA,NA
"1320","07X223","The Laboratory School of Finance and Technology: X","2017-18","93.9","Gender","Male","14.5","The Laboratory School of Finance and Technology: X","2017-18",684,0,0.485,0.515,0.178,0.007,0.215,0.974,0.923,31,31,10.5,NA,NA,NA,NA
"1321","07X223","The Laboratory School of Finance and Technology: X","2017-18","s","Ethnicity","Asian","s","The Laboratory School of Finance and Technology: X","2017-18",684,0,0.485,0.515,0.178,0.007,0.215,0.974,0.923,31,31,10.5,NA,NA,NA,NA
"1322","07X223","The Laboratory School of Finance and Technology: X","2017-18","s","Poverty","Poverty","s","The Laboratory School of Finance and Technology: X","2017-18",684,0,0.485,0.515,0.178,0.007,0.215,0.974,0.923,31,31,10.5,NA,NA,NA,NA
"1323","07X223","The Laboratory School of Finance and Technology: X","2017-18","94.9","SWD Status","Not SWD","10.7","The Laboratory School of Finance and Technology: X","2017-18",684,0,0.485,0.515,0.178,0.007,0.215,0.974,0.923,31,31,10.5,NA,NA,NA,NA
"1324","07X223","The Laboratory School of Finance and Technology: X","2017-18","94.7","Gender","Female","11.1","The Laboratory School of Finance and Technology: X","2017-18",684,0,0.485,0.515,0.178,0.007,0.215,0.974,0.923,31,31,10.5,NA,NA,NA,NA
"1325","07X223","The Laboratory School of Finance and Technology: X","2017-18","95.7","Ethnicity","Black","8.3","The Laboratory School of Finance and Technology: X","2017-18",684,0,0.485,0.515,0.178,0.007,0.215,0.974,0.923,31,31,10.5,NA,NA,NA,NA
"1326","07X223","The Laboratory School of Finance and Technology: X","2017-18","92.4","SWD Status","SWD","20.0","The Laboratory School of Finance and Technology: X","2017-18",684,0,0.485,0.515,0.178,0.007,0.215,0.974,0.923,31,31,10.5,NA,NA,NA,NA
"1327","07X224","P.S./I.S. 224","2017-18","89.4","ELL Status","Not ELL","42.5","P.S./I.S. 224","2017-18",358,0,0.436,0.564,0.263,0.014,0.274,0.992,0.964,29.5,28.5,11,NA,NA,NA,NA
"1328","07X224","P.S./I.S. 224","2017-18","89.8","All Students","All Students","40.6","P.S./I.S. 224","2017-18",358,0,0.436,0.564,0.263,0.014,0.274,0.992,0.964,29.5,28.5,11,NA,NA,NA,NA
"1329","07X224","P.S./I.S. 224","2017-18","s","Poverty","Poverty","s","P.S./I.S. 224","2017-18",358,0,0.436,0.564,0.263,0.014,0.274,0.992,0.964,29.5,28.5,11,NA,NA,NA,NA
"1330","07X224","P.S./I.S. 224","2017-18","89.9","Gender","Female","38.8","P.S./I.S. 224","2017-18",358,0,0.436,0.564,0.263,0.014,0.274,0.992,0.964,29.5,28.5,11,NA,NA,NA,NA
"1331","07X224","P.S./I.S. 224","2017-18","89.6","Gender","Male","42.3","P.S./I.S. 224","2017-18",358,0,0.436,0.564,0.263,0.014,0.274,0.992,0.964,29.5,28.5,11,NA,NA,NA,NA
"1332","07X224","P.S./I.S. 224","2017-18","s","Poverty","Not Poverty","s","P.S./I.S. 224","2017-18",358,0,0.436,0.564,0.263,0.014,0.274,0.992,0.964,29.5,28.5,11,NA,NA,NA,NA
"1333","07X224","P.S./I.S. 224","2017-18","s","Ethnicity","Asian","s","P.S./I.S. 224","2017-18",358,0,0.436,0.564,0.263,0.014,0.274,0.992,0.964,29.5,28.5,11,NA,NA,NA,NA
"1334","07X224","P.S./I.S. 224","2017-18","91.2","ELL Status","ELL","32.0","P.S./I.S. 224","2017-18",358,0,0.436,0.564,0.263,0.014,0.274,0.992,0.964,29.5,28.5,11,NA,NA,NA,NA
"1335","07X224","P.S./I.S. 224","2017-18","s","Ethnicity","Black","s","P.S./I.S. 224","2017-18",358,0,0.436,0.564,0.263,0.014,0.274,0.992,0.964,29.5,28.5,11,NA,NA,NA,NA
"1336","07X224","P.S./I.S. 224","2017-18","87.5","SWD Status","SWD","48.7","P.S./I.S. 224","2017-18",358,0,0.436,0.564,0.263,0.014,0.274,0.992,0.964,29.5,28.5,11,NA,NA,NA,NA
"1337","07X224","P.S./I.S. 224","2017-18","89.8","Ethnicity","Hispanic","38.6","P.S./I.S. 224","2017-18",358,0,0.436,0.564,0.263,0.014,0.274,0.992,0.964,29.5,28.5,11,NA,NA,NA,NA
"1338","07X224","P.S./I.S. 224","2017-18","90.7","SWD Status","Not SWD","37.4","P.S./I.S. 224","2017-18",358,0,0.436,0.564,0.263,0.014,0.274,0.992,0.964,29.5,28.5,11,NA,NA,NA,NA
"1339","07X296","South Bronx Academy for Applied Media","2017-18","90.1","Poverty","Poverty","37.6","South Bronx Academy for Applied Media","2017-18",253,0,0.494,0.506,0.328,0.008,0.328,0.937,0.951,28,27,6,10.5,NA,NA,NA
"1340","07X296","South Bronx Academy for Applied Media","2017-18","s","Ethnicity","Asian","s","South Bronx Academy for Applied Media","2017-18",253,0,0.494,0.506,0.328,0.008,0.328,0.937,0.951,28,27,6,10.5,NA,NA,NA
"1341","07X296","South Bronx Academy for Applied Media","2017-18","93.2","Poverty","Not Poverty","28.6","South Bronx Academy for Applied Media","2017-18",253,0,0.494,0.506,0.328,0.008,0.328,0.937,0.951,28,27,6,10.5,NA,NA,NA
"1342","07X296","South Bronx Academy for Applied Media","2017-18","90.5","Ethnicity","Hispanic","36.4","South Bronx Academy for Applied Media","2017-18",253,0,0.494,0.506,0.328,0.008,0.328,0.937,0.951,28,27,6,10.5,NA,NA,NA
"1343","07X296","South Bronx Academy for Applied Media","2017-18","s","Ethnicity","Black","s","South Bronx Academy for Applied Media","2017-18",253,0,0.494,0.506,0.328,0.008,0.328,0.937,0.951,28,27,6,10.5,NA,NA,NA
"1344","07X296","South Bronx Academy for Applied Media","2017-18","90.4","Gender","Female","35.1","South Bronx Academy for Applied Media","2017-18",253,0,0.494,0.506,0.328,0.008,0.328,0.937,0.951,28,27,6,10.5,NA,NA,NA
"1345","07X296","South Bronx Academy for Applied Media","2017-18","90.1","SWD Status","SWD","26.5","South Bronx Academy for Applied Media","2017-18",253,0,0.494,0.506,0.328,0.008,0.328,0.937,0.951,28,27,6,10.5,NA,NA,NA
"1346","07X296","South Bronx Academy for Applied Media","2017-18","90.3","All Students","All Students","37.0","South Bronx Academy for Applied Media","2017-18",253,0,0.494,0.506,0.328,0.008,0.328,0.937,0.951,28,27,6,10.5,NA,NA,NA
"1347","07X296","South Bronx Academy for Applied Media","2017-18","94.3","ELL Status","ELL","9.1","South Bronx Academy for Applied Media","2017-18",253,0,0.494,0.506,0.328,0.008,0.328,0.937,0.951,28,27,6,10.5,NA,NA,NA
"1348","07X296","South Bronx Academy for Applied Media","2017-18","90.2","Gender","Male","39.5","South Bronx Academy for Applied Media","2017-18",253,0,0.494,0.506,0.328,0.008,0.328,0.937,0.951,28,27,6,10.5,NA,NA,NA
"1349","07X296","South Bronx Academy for Applied Media","2017-18","89.8","ELL Status","Not ELL","40.4","South Bronx Academy for Applied Media","2017-18",253,0,0.494,0.506,0.328,0.008,0.328,0.937,0.951,28,27,6,10.5,NA,NA,NA
"1350","07X296","South Bronx Academy for Applied Media","2017-18","90.4","SWD Status","Not SWD","42.4","South Bronx Academy for Applied Media","2017-18",253,0,0.494,0.506,0.328,0.008,0.328,0.937,0.951,28,27,6,10.5,NA,NA,NA
"1351","07X298","Academy of Public Relations","2017-18","s","Poverty","Poverty","s","Academy of Public Relations","2017-18",247,0,0.486,0.514,0.206,0.016,0.279,0.923,0.944,23.5,25,9,12,NA,NA,NA
"1352","07X298","Academy of Public Relations","2017-18","91.5","ELL Status","Not ELL","32.1","Academy of Public Relations","2017-18",247,0,0.486,0.514,0.206,0.016,0.279,0.923,0.944,23.5,25,9,12,NA,NA,NA
"1353","07X298","Academy of Public Relations","2017-18","91.1","SWD Status","SWD","32.3","Academy of Public Relations","2017-18",247,0,0.486,0.514,0.206,0.016,0.279,0.923,0.944,23.5,25,9,12,NA,NA,NA
"1354","07X298","Academy of Public Relations","2017-18","s","Ethnicity","White","s","Academy of Public Relations","2017-18",247,0,0.486,0.514,0.206,0.016,0.279,0.923,0.944,23.5,25,9,12,NA,NA,NA
"1355","07X298","Academy of Public Relations","2017-18","93.3","Gender","Female","23.2","Academy of Public Relations","2017-18",247,0,0.486,0.514,0.206,0.016,0.279,0.923,0.944,23.5,25,9,12,NA,NA,NA
"1356","07X298","Academy of Public Relations","2017-18","s","Poverty","Not Poverty","s","Academy of Public Relations","2017-18",247,0,0.486,0.514,0.206,0.016,0.279,0.923,0.944,23.5,25,9,12,NA,NA,NA
"1357","07X298","Academy of Public Relations","2017-18","93.0","SWD Status","Not SWD","26.2","Academy of Public Relations","2017-18",247,0,0.486,0.514,0.206,0.016,0.279,0.923,0.944,23.5,25,9,12,NA,NA,NA
"1358","07X298","Academy of Public Relations","2017-18","s","Ethnicity","Black","s","Academy of Public Relations","2017-18",247,0,0.486,0.514,0.206,0.016,0.279,0.923,0.944,23.5,25,9,12,NA,NA,NA
"1359","07X298","Academy of Public Relations","2017-18","93.6","ELL Status","ELL","22.2","Academy of Public Relations","2017-18",247,0,0.486,0.514,0.206,0.016,0.279,0.923,0.944,23.5,25,9,12,NA,NA,NA
"1360","07X298","Academy of Public Relations","2017-18","90.8","Gender","Male","36.1","Academy of Public Relations","2017-18",247,0,0.486,0.514,0.206,0.016,0.279,0.923,0.944,23.5,25,9,12,NA,NA,NA
