"","DBN","School Name.x","Year.x","Percent_Attendance","Demographic Category","Demographic Variable","School Name.y","Year.y","Total Enrollment","Grade 3","% Female","% Male","% Black","% White","% Students with Disabilities","% Poverty","Economic Need Index","G&T","Gen Ed","ICT","ICT & G&T","SC 12:1","SC 12:1:1","SC 15:1","SC 6:1:1","SC 8:1:1"
"673","02M343","The Peck Slip School","2017-18","95.6","Ethnicity","Hispanic","The Peck Slip School","2017-18",441,61,0.519,0.481,0.045,0.524,0.193,0.098,0.107,NA,21,20,NA,NA,NA,NA,NA,NA
"674","02M343","The Peck Slip School","2017-18","s","Ethnicity","Other","The Peck Slip School","2017-18",441,61,0.519,0.481,0.045,0.524,0.193,0.098,0.107,NA,21,20,NA,NA,NA,NA,NA,NA
"675","02M397","Spruce Street School","2017-18","95.5","Ethnicity","White","Spruce Street School","2017-18",539,54,0.49,0.51,0.033,0.551,0.174,0.135,0.137,NA,26,28,NA,NA,NA,NA,NA,NA
"676","02M397","Spruce Street School","2017-18","s","ELL Status","Not ELL","Spruce Street School","2017-18",539,54,0.49,0.51,0.033,0.551,0.174,0.135,0.137,NA,26,28,NA,NA,NA,NA,NA,NA
"677","02M397","Spruce Street School","2017-18","96.6","Gender","Female","Spruce Street School","2017-18",539,54,0.49,0.51,0.033,0.551,0.174,0.135,0.137,NA,26,28,NA,NA,NA,NA,NA,NA
"678","02M397","Spruce Street School","2017-18","s","SWD Status","SWD","Spruce Street School","2017-18",539,54,0.49,0.51,0.033,0.551,0.174,0.135,0.137,NA,26,28,NA,NA,NA,NA,NA,NA
"679","02M397","Spruce Street School","2017-18","s","Ethnicity","Black","Spruce Street School","2017-18",539,54,0.49,0.51,0.033,0.551,0.174,0.135,0.137,NA,26,28,NA,NA,NA,NA,NA,NA
"680","02M397","Spruce Street School","2017-18","s","Poverty","Poverty","Spruce Street School","2017-18",539,54,0.49,0.51,0.033,0.551,0.174,0.135,0.137,NA,26,28,NA,NA,NA,NA,NA,NA
"681","02M397","Spruce Street School","2017-18","s","SWD Status","Not SWD","Spruce Street School","2017-18",539,54,0.49,0.51,0.033,0.551,0.174,0.135,0.137,NA,26,28,NA,NA,NA,NA,NA,NA
"682","02M397","Spruce Street School","2017-18","s","Ethnicity","Hispanic","Spruce Street School","2017-18",539,54,0.49,0.51,0.033,0.551,0.174,0.135,0.137,NA,26,28,NA,NA,NA,NA,NA,NA
"683","02M397","Spruce Street School","2017-18","s","Poverty","Not Poverty","Spruce Street School","2017-18",539,54,0.49,0.51,0.033,0.551,0.174,0.135,0.137,NA,26,28,NA,NA,NA,NA,NA,NA
"684","02M397","Spruce Street School","2017-18","s","ELL Status","ELL","Spruce Street School","2017-18",539,54,0.49,0.51,0.033,0.551,0.174,0.135,0.137,NA,26,28,NA,NA,NA,NA,NA,NA
"685","02M397","Spruce Street School","2017-18","94.5","Gender","Male","Spruce Street School","2017-18",539,54,0.49,0.51,0.033,0.551,0.174,0.135,0.137,NA,26,28,NA,NA,NA,NA,NA,NA
"686","02M397","Spruce Street School","2017-18","s","Ethnicity","Asian","Spruce Street School","2017-18",539,54,0.49,0.51,0.033,0.551,0.174,0.135,0.137,NA,26,28,NA,NA,NA,NA,NA,NA
"687","02M397","Spruce Street School","2017-18","95.4","All Students","All Students","Spruce Street School","2017-18",539,54,0.49,0.51,0.033,0.551,0.174,0.135,0.137,NA,26,28,NA,NA,NA,NA,NA,NA
"688","02M397","Spruce Street School","2017-18","97.6","Ethnicity","Other","Spruce Street School","2017-18",539,54,0.49,0.51,0.033,0.551,0.174,0.135,0.137,NA,26,28,NA,NA,NA,NA,NA,NA
"689","02M527","P.S. 527 - East Side School for Social Action","2017-18","s","ELL Status","Not ELL","P.S. 527 - East Side School for Social Action","2017-18",387,56,0.501,0.499,0.039,0.558,0.16,0.171,0.179,NA,NA,28,NA,NA,NA,NA,NA,NA
"690","02M527","P.S. 527 - East Side School for Social Action","2017-18","95.6","Gender","Female","P.S. 527 - East Side School for Social Action","2017-18",387,56,0.501,0.499,0.039,0.558,0.16,0.171,0.179,NA,NA,28,NA,NA,NA,NA,NA,NA
"691","02M527","P.S. 527 - East Side School for Social Action","2017-18","95.1","Gender","Male","P.S. 527 - East Side School for Social Action","2017-18",387,56,0.501,0.499,0.039,0.558,0.16,0.171,0.179,NA,NA,28,NA,NA,NA,NA,NA,NA
"692","02M527","P.S. 527 - East Side School for Social Action","2017-18","95.9","SWD Status","Not SWD","P.S. 527 - East Side School for Social Action","2017-18",387,56,0.501,0.499,0.039,0.558,0.16,0.171,0.179,NA,NA,28,NA,NA,NA,NA,NA,NA
"693","02M527","P.S. 527 - East Side School for Social Action","2017-18","s","Ethnicity","Other","P.S. 527 - East Side School for Social Action","2017-18",387,56,0.501,0.499,0.039,0.558,0.16,0.171,0.179,NA,NA,28,NA,NA,NA,NA,NA,NA
"694","02M527","P.S. 527 - East Side School for Social Action","2017-18","93.2","Poverty","Poverty","P.S. 527 - East Side School for Social Action","2017-18",387,56,0.501,0.499,0.039,0.558,0.16,0.171,0.179,NA,NA,28,NA,NA,NA,NA,NA,NA
"695","02M527","P.S. 527 - East Side School for Social Action","2017-18","s","Ethnicity","Asian","P.S. 527 - East Side School for Social Action","2017-18",387,56,0.501,0.499,0.039,0.558,0.16,0.171,0.179,NA,NA,28,NA,NA,NA,NA,NA,NA
"696","02M527","P.S. 527 - East Side School for Social Action","2017-18","s","Ethnicity","Black","P.S. 527 - East Side School for Social Action","2017-18",387,56,0.501,0.499,0.039,0.558,0.16,0.171,0.179,NA,NA,28,NA,NA,NA,NA,NA,NA
"697","02M527","P.S. 527 - East Side School for Social Action","2017-18","96.2","Ethnicity","White","P.S. 527 - East Side School for Social Action","2017-18",387,56,0.501,0.499,0.039,0.558,0.16,0.171,0.179,NA,NA,28,NA,NA,NA,NA,NA,NA
"698","02M527","P.S. 527 - East Side School for Social Action","2017-18","94.5","Ethnicity","Hispanic","P.S. 527 - East Side School for Social Action","2017-18",387,56,0.501,0.499,0.039,0.558,0.16,0.171,0.179,NA,NA,28,NA,NA,NA,NA,NA,NA
"699","02M527","P.S. 527 - East Side School for Social Action","2017-18","96.3","Poverty","Not Poverty","P.S. 527 - East Side School for Social Action","2017-18",387,56,0.501,0.499,0.039,0.558,0.16,0.171,0.179,NA,NA,28,NA,NA,NA,NA,NA,NA
"700","02M527","P.S. 527 - East Side School for Social Action","2017-18","s","ELL Status","ELL","P.S. 527 - East Side School for Social Action","2017-18",387,56,0.501,0.499,0.039,0.558,0.16,0.171,0.179,NA,NA,28,NA,NA,NA,NA,NA,NA
"701","02M527","P.S. 527 - East Side School for Social Action","2017-18","95.3","All Students","All Students","P.S. 527 - East Side School for Social Action","2017-18",387,56,0.501,0.499,0.039,0.558,0.16,0.171,0.179,NA,NA,28,NA,NA,NA,NA,NA,NA
"702","02M527","P.S. 527 - East Side School for Social Action","2017-18","92.1","SWD Status","SWD","P.S. 527 - East Side School for Social Action","2017-18",387,56,0.501,0.499,0.039,0.558,0.16,0.171,0.179,NA,NA,28,NA,NA,NA,NA,NA,NA
"703","03M009","P.S. 009 Sarah Anderson","2017-18","96.2","Poverty","Not Poverty","P.S. 009 Sarah Anderson","2017-18",619,104,0.493,0.507,0.048,0.601,0.184,0.215,0.196,NA,25.5,26.5,NA,NA,NA,NA,NA,NA
"704","03M009","P.S. 009 Sarah Anderson","2017-18","95.9","Ethnicity","White","P.S. 009 Sarah Anderson","2017-18",619,104,0.493,0.507,0.048,0.601,0.184,0.215,0.196,NA,25.5,26.5,NA,NA,NA,NA,NA,NA
"705","03M009","P.S. 009 Sarah Anderson","2017-18","s","ELL Status","ELL","P.S. 009 Sarah Anderson","2017-18",619,104,0.493,0.507,0.048,0.601,0.184,0.215,0.196,NA,25.5,26.5,NA,NA,NA,NA,NA,NA
"706","03M009","P.S. 009 Sarah Anderson","2017-18","93.8","Ethnicity","Hispanic","P.S. 009 Sarah Anderson","2017-18",619,104,0.493,0.507,0.048,0.601,0.184,0.215,0.196,NA,25.5,26.5,NA,NA,NA,NA,NA,NA
"707","03M009","P.S. 009 Sarah Anderson","2017-18","95.9","Gender","Male","P.S. 009 Sarah Anderson","2017-18",619,104,0.493,0.507,0.048,0.601,0.184,0.215,0.196,NA,25.5,26.5,NA,NA,NA,NA,NA,NA
"708","03M009","P.S. 009 Sarah Anderson","2017-18","95.0","SWD Status","SWD","P.S. 009 Sarah Anderson","2017-18",619,104,0.493,0.507,0.048,0.601,0.184,0.215,0.196,NA,25.5,26.5,NA,NA,NA,NA,NA,NA
"709","03M009","P.S. 009 Sarah Anderson","2017-18","s","ELL Status","Not ELL","P.S. 009 Sarah Anderson","2017-18",619,104,0.493,0.507,0.048,0.601,0.184,0.215,0.196,NA,25.5,26.5,NA,NA,NA,NA,NA,NA
"710","03M009","P.S. 009 Sarah Anderson","2017-18","95.6","All Students","All Students","P.S. 009 Sarah Anderson","2017-18",619,104,0.493,0.507,0.048,0.601,0.184,0.215,0.196,NA,25.5,26.5,NA,NA,NA,NA,NA,NA
"711","03M009","P.S. 009 Sarah Anderson","2017-18","95.8","SWD Status","Not SWD","P.S. 009 Sarah Anderson","2017-18",619,104,0.493,0.507,0.048,0.601,0.184,0.215,0.196,NA,25.5,26.5,NA,NA,NA,NA,NA,NA
"712","03M009","P.S. 009 Sarah Anderson","2017-18","95.3","Gender","Female","P.S. 009 Sarah Anderson","2017-18",619,104,0.493,0.507,0.048,0.601,0.184,0.215,0.196,NA,25.5,26.5,NA,NA,NA,NA,NA,NA
"713","03M009","P.S. 009 Sarah Anderson","2017-18","96.1","Ethnicity","Asian","P.S. 009 Sarah Anderson","2017-18",619,104,0.493,0.507,0.048,0.601,0.184,0.215,0.196,NA,25.5,26.5,NA,NA,NA,NA,NA,NA
"714","03M009","P.S. 009 Sarah Anderson","2017-18","s","Ethnicity","Other","P.S. 009 Sarah Anderson","2017-18",619,104,0.493,0.507,0.048,0.601,0.184,0.215,0.196,NA,25.5,26.5,NA,NA,NA,NA,NA,NA
"715","03M009","P.S. 009 Sarah Anderson","2017-18","93.7","Poverty","Poverty","P.S. 009 Sarah Anderson","2017-18",619,104,0.493,0.507,0.048,0.601,0.184,0.215,0.196,NA,25.5,26.5,NA,NA,NA,NA,NA,NA
"716","03M009","P.S. 009 Sarah Anderson","2017-18","s","Ethnicity","Black","P.S. 009 Sarah Anderson","2017-18",619,104,0.493,0.507,0.048,0.601,0.184,0.215,0.196,NA,25.5,26.5,NA,NA,NA,NA,NA,NA
"717","03M075","P.S. 075 Emily Dickinson","2017-18","s","Ethnicity","Other","P.S. 075 Emily Dickinson","2017-18",560,107,0.459,0.541,0.214,0.143,0.4,0.736,0.688,NA,25,18.8,NA,NA,11,NA,NA,NA
"718","03M075","P.S. 075 Emily Dickinson","2017-18","91.8","SWD Status","SWD","P.S. 075 Emily Dickinson","2017-18",560,107,0.459,0.541,0.214,0.143,0.4,0.736,0.688,NA,25,18.8,NA,NA,11,NA,NA,NA
"719","03M075","P.S. 075 Emily Dickinson","2017-18","93.6","Ethnicity","Hispanic","P.S. 075 Emily Dickinson","2017-18",560,107,0.459,0.541,0.214,0.143,0.4,0.736,0.688,NA,25,18.8,NA,NA,11,NA,NA,NA
"720","03M075","P.S. 075 Emily Dickinson","2017-18","s","Ethnicity","Asian","P.S. 075 Emily Dickinson","2017-18",560,107,0.459,0.541,0.214,0.143,0.4,0.736,0.688,NA,25,18.8,NA,NA,11,NA,NA,NA
"721","03M075","P.S. 075 Emily Dickinson","2017-18","95.3","Poverty","Not Poverty","P.S. 075 Emily Dickinson","2017-18",560,107,0.459,0.541,0.214,0.143,0.4,0.736,0.688,NA,25,18.8,NA,NA,11,NA,NA,NA
"722","03M075","P.S. 075 Emily Dickinson","2017-18","92.6","ELL Status","Not ELL","P.S. 075 Emily Dickinson","2017-18",560,107,0.459,0.541,0.214,0.143,0.4,0.736,0.688,NA,25,18.8,NA,NA,11,NA,NA,NA
"723","03M075","P.S. 075 Emily Dickinson","2017-18","92.1","Poverty","Poverty","P.S. 075 Emily Dickinson","2017-18",560,107,0.459,0.541,0.214,0.143,0.4,0.736,0.688,NA,25,18.8,NA,NA,11,NA,NA,NA
"724","03M075","P.S. 075 Emily Dickinson","2017-18","90.5","Ethnicity","Black","P.S. 075 Emily Dickinson","2017-18",560,107,0.459,0.541,0.214,0.143,0.4,0.736,0.688,NA,25,18.8,NA,NA,11,NA,NA,NA
"725","03M075","P.S. 075 Emily Dickinson","2017-18","93.1","All Students","All Students","P.S. 075 Emily Dickinson","2017-18",560,107,0.459,0.541,0.214,0.143,0.4,0.736,0.688,NA,25,18.8,NA,NA,11,NA,NA,NA
"726","03M075","P.S. 075 Emily Dickinson","2017-18","93.4","Gender","Female","P.S. 075 Emily Dickinson","2017-18",560,107,0.459,0.541,0.214,0.143,0.4,0.736,0.688,NA,25,18.8,NA,NA,11,NA,NA,NA
"727","03M075","P.S. 075 Emily Dickinson","2017-18","93.3","Ethnicity","White","P.S. 075 Emily Dickinson","2017-18",560,107,0.459,0.541,0.214,0.143,0.4,0.736,0.688,NA,25,18.8,NA,NA,11,NA,NA,NA
"728","03M075","P.S. 075 Emily Dickinson","2017-18","92.7","Gender","Male","P.S. 075 Emily Dickinson","2017-18",560,107,0.459,0.541,0.214,0.143,0.4,0.736,0.688,NA,25,18.8,NA,NA,11,NA,NA,NA
"729","03M075","P.S. 075 Emily Dickinson","2017-18","93.9","SWD Status","Not SWD","P.S. 075 Emily Dickinson","2017-18",560,107,0.459,0.541,0.214,0.143,0.4,0.736,0.688,NA,25,18.8,NA,NA,11,NA,NA,NA
"730","03M075","P.S. 075 Emily Dickinson","2017-18","95.3","ELL Status","ELL","P.S. 075 Emily Dickinson","2017-18",560,107,0.459,0.541,0.214,0.143,0.4,0.736,0.688,NA,25,18.8,NA,NA,11,NA,NA,NA
"731","03M076","P.S. 076 A. Philip Randolph","2017-18","s","ELL Status","Not ELL","P.S. 076 A. Philip Randolph","2017-18",472,43,0.523,0.477,0.752,0.028,0.248,0.966,0.919,NA,NA,19.5,NA,NA,11.5,NA,NA,NA
"732","03M076","P.S. 076 A. Philip Randolph","2017-18","s","Poverty","Poverty","P.S. 076 A. Philip Randolph","2017-18",472,43,0.523,0.477,0.752,0.028,0.248,0.966,0.919,NA,NA,19.5,NA,NA,11.5,NA,NA,NA
"733","03M076","P.S. 076 A. Philip Randolph","2017-18","s","Ethnicity","Hispanic","P.S. 076 A. Philip Randolph","2017-18",472,43,0.523,0.477,0.752,0.028,0.248,0.966,0.919,NA,NA,19.5,NA,NA,11.5,NA,NA,NA
"734","03M076","P.S. 076 A. Philip Randolph","2017-18","s","Ethnicity","Asian","P.S. 076 A. Philip Randolph","2017-18",472,43,0.523,0.477,0.752,0.028,0.248,0.966,0.919,NA,NA,19.5,NA,NA,11.5,NA,NA,NA
"735","03M076","P.S. 076 A. Philip Randolph","2017-18","s","Ethnicity","White","P.S. 076 A. Philip Randolph","2017-18",472,43,0.523,0.477,0.752,0.028,0.248,0.966,0.919,NA,NA,19.5,NA,NA,11.5,NA,NA,NA
"736","03M076","P.S. 076 A. Philip Randolph","2017-18","s","Ethnicity","Other","P.S. 076 A. Philip Randolph","2017-18",472,43,0.523,0.477,0.752,0.028,0.248,0.966,0.919,NA,NA,19.5,NA,NA,11.5,NA,NA,NA
"737","03M076","P.S. 076 A. Philip Randolph","2017-18","s","ELL Status","ELL","P.S. 076 A. Philip Randolph","2017-18",472,43,0.523,0.477,0.752,0.028,0.248,0.966,0.919,NA,NA,19.5,NA,NA,11.5,NA,NA,NA
"738","03M076","P.S. 076 A. Philip Randolph","2017-18","s","Poverty","Not Poverty","P.S. 076 A. Philip Randolph","2017-18",472,43,0.523,0.477,0.752,0.028,0.248,0.966,0.919,NA,NA,19.5,NA,NA,11.5,NA,NA,NA
"739","03M076","P.S. 076 A. Philip Randolph","2017-18","89.0","SWD Status","Not SWD","P.S. 076 A. Philip Randolph","2017-18",472,43,0.523,0.477,0.752,0.028,0.248,0.966,0.919,NA,NA,19.5,NA,NA,11.5,NA,NA,NA
"740","03M076","P.S. 076 A. Philip Randolph","2017-18","89.8","Gender","Female","P.S. 076 A. Philip Randolph","2017-18",472,43,0.523,0.477,0.752,0.028,0.248,0.966,0.919,NA,NA,19.5,NA,NA,11.5,NA,NA,NA
"741","03M076","P.S. 076 A. Philip Randolph","2017-18","91.0","Ethnicity","Black","P.S. 076 A. Philip Randolph","2017-18",472,43,0.523,0.477,0.752,0.028,0.248,0.966,0.919,NA,NA,19.5,NA,NA,11.5,NA,NA,NA
"742","03M076","P.S. 076 A. Philip Randolph","2017-18","90.3","Gender","Male","P.S. 076 A. Philip Randolph","2017-18",472,43,0.523,0.477,0.752,0.028,0.248,0.966,0.919,NA,NA,19.5,NA,NA,11.5,NA,NA,NA
"743","03M076","P.S. 076 A. Philip Randolph","2017-18","90.1","All Students","All Students","P.S. 076 A. Philip Randolph","2017-18",472,43,0.523,0.477,0.752,0.028,0.248,0.966,0.919,NA,NA,19.5,NA,NA,11.5,NA,NA,NA
"744","03M076","P.S. 076 A. Philip Randolph","2017-18","92.8","SWD Status","SWD","P.S. 076 A. Philip Randolph","2017-18",472,43,0.523,0.477,0.752,0.028,0.248,0.966,0.919,NA,NA,19.5,NA,NA,11.5,NA,NA,NA
"745","03M084","P.S. 084 Lillian Weber","2017-18","94.2","ELL Status","Not ELL","P.S. 084 Lillian Weber","2017-18",656,107,0.553,0.447,0.081,0.476,0.146,0.405,0.44,NA,25,23,NA,NA,10,NA,NA,NA
"746","03M084","P.S. 084 Lillian Weber","2017-18","s","Ethnicity","Other","P.S. 084 Lillian Weber","2017-18",656,107,0.553,0.447,0.081,0.476,0.146,0.405,0.44,NA,25,23,NA,NA,10,NA,NA,NA
"747","03M084","P.S. 084 Lillian Weber","2017-18","92.7","Poverty","Poverty","P.S. 084 Lillian Weber","2017-18",656,107,0.553,0.447,0.081,0.476,0.146,0.405,0.44,NA,25,23,NA,NA,10,NA,NA,NA
"748","03M084","P.S. 084 Lillian Weber","2017-18","94.9","Poverty","Not Poverty","P.S. 084 Lillian Weber","2017-18",656,107,0.553,0.447,0.081,0.476,0.146,0.405,0.44,NA,25,23,NA,NA,10,NA,NA,NA
"749","03M084","P.S. 084 Lillian Weber","2017-18","93.3","Gender","Female","P.S. 084 Lillian Weber","2017-18",656,107,0.553,0.447,0.081,0.476,0.146,0.405,0.44,NA,25,23,NA,NA,10,NA,NA,NA
"750","03M084","P.S. 084 Lillian Weber","2017-18","95.0","Ethnicity","White","P.S. 084 Lillian Weber","2017-18",656,107,0.553,0.447,0.081,0.476,0.146,0.405,0.44,NA,25,23,NA,NA,10,NA,NA,NA
"751","03M084","P.S. 084 Lillian Weber","2017-18","92.5","Ethnicity","Hispanic","P.S. 084 Lillian Weber","2017-18",656,107,0.553,0.447,0.081,0.476,0.146,0.405,0.44,NA,25,23,NA,NA,10,NA,NA,NA
"752","03M084","P.S. 084 Lillian Weber","2017-18","95.4","Ethnicity","Black","P.S. 084 Lillian Weber","2017-18",656,107,0.553,0.447,0.081,0.476,0.146,0.405,0.44,NA,25,23,NA,NA,10,NA,NA,NA
"753","03M084","P.S. 084 Lillian Weber","2017-18","s","Ethnicity","Asian","P.S. 084 Lillian Weber","2017-18",656,107,0.553,0.447,0.081,0.476,0.146,0.405,0.44,NA,25,23,NA,NA,10,NA,NA,NA
"754","03M084","P.S. 084 Lillian Weber","2017-18","94.3","SWD Status","Not SWD","P.S. 084 Lillian Weber","2017-18",656,107,0.553,0.447,0.081,0.476,0.146,0.405,0.44,NA,25,23,NA,NA,10,NA,NA,NA
"755","03M084","P.S. 084 Lillian Weber","2017-18","94.5","Gender","Male","P.S. 084 Lillian Weber","2017-18",656,107,0.553,0.447,0.081,0.476,0.146,0.405,0.44,NA,25,23,NA,NA,10,NA,NA,NA
"756","03M084","P.S. 084 Lillian Weber","2017-18","91.6","ELL Status","ELL","P.S. 084 Lillian Weber","2017-18",656,107,0.553,0.447,0.081,0.476,0.146,0.405,0.44,NA,25,23,NA,NA,10,NA,NA,NA
"757","03M084","P.S. 084 Lillian Weber","2017-18","92.4","SWD Status","SWD","P.S. 084 Lillian Weber","2017-18",656,107,0.553,0.447,0.081,0.476,0.146,0.405,0.44,NA,25,23,NA,NA,10,NA,NA,NA
"758","03M084","P.S. 084 Lillian Weber","2017-18","93.9","All Students","All Students","P.S. 084 Lillian Weber","2017-18",656,107,0.553,0.447,0.081,0.476,0.146,0.405,0.44,NA,25,23,NA,NA,10,NA,NA,NA
"759","03M087","P.S. 087 William Sherman","2017-18","96.7","Gender","Female","P.S. 087 William Sherman","2017-18",877,149,0.504,0.496,0.04,0.645,0.201,0.116,0.12,NA,25,24.7,NA,NA,NA,NA,NA,NA
"760","03M087","P.S. 087 William Sherman","2017-18","96.2","All Students","All Students","P.S. 087 William Sherman","2017-18",877,149,0.504,0.496,0.04,0.645,0.201,0.116,0.12,NA,25,24.7,NA,NA,NA,NA,NA,NA
"761","03M087","P.S. 087 William Sherman","2017-18","s","Ethnicity","Black","P.S. 087 William Sherman","2017-18",877,149,0.504,0.496,0.04,0.645,0.201,0.116,0.12,NA,25,24.7,NA,NA,NA,NA,NA,NA
"762","03M087","P.S. 087 William Sherman","2017-18","96.5","Ethnicity","Other","P.S. 087 William Sherman","2017-18",877,149,0.504,0.496,0.04,0.645,0.201,0.116,0.12,NA,25,24.7,NA,NA,NA,NA,NA,NA
"763","03M087","P.S. 087 William Sherman","2017-18","95.6","Gender","Male","P.S. 087 William Sherman","2017-18",877,149,0.504,0.496,0.04,0.645,0.201,0.116,0.12,NA,25,24.7,NA,NA,NA,NA,NA,NA
"764","03M087","P.S. 087 William Sherman","2017-18","92.4","ELL Status","ELL","P.S. 087 William Sherman","2017-18",877,149,0.504,0.496,0.04,0.645,0.201,0.116,0.12,NA,25,24.7,NA,NA,NA,NA,NA,NA
"765","03M087","P.S. 087 William Sherman","2017-18","96.4","ELL Status","Not ELL","P.S. 087 William Sherman","2017-18",877,149,0.504,0.496,0.04,0.645,0.201,0.116,0.12,NA,25,24.7,NA,NA,NA,NA,NA,NA
"766","03M087","P.S. 087 William Sherman","2017-18","96.6","SWD Status","Not SWD","P.S. 087 William Sherman","2017-18",877,149,0.504,0.496,0.04,0.645,0.201,0.116,0.12,NA,25,24.7,NA,NA,NA,NA,NA,NA
"767","03M087","P.S. 087 William Sherman","2017-18","93.3","Poverty","Poverty","P.S. 087 William Sherman","2017-18",877,149,0.504,0.496,0.04,0.645,0.201,0.116,0.12,NA,25,24.7,NA,NA,NA,NA,NA,NA
"768","03M087","P.S. 087 William Sherman","2017-18","s","Ethnicity","Asian","P.S. 087 William Sherman","2017-18",877,149,0.504,0.496,0.04,0.645,0.201,0.116,0.12,NA,25,24.7,NA,NA,NA,NA,NA,NA
"769","03M087","P.S. 087 William Sherman","2017-18","96.7","Poverty","Not Poverty","P.S. 087 William Sherman","2017-18",877,149,0.504,0.496,0.04,0.645,0.201,0.116,0.12,NA,25,24.7,NA,NA,NA,NA,NA,NA
"770","03M087","P.S. 087 William Sherman","2017-18","94.6","Ethnicity","Hispanic","P.S. 087 William Sherman","2017-18",877,149,0.504,0.496,0.04,0.645,0.201,0.116,0.12,NA,25,24.7,NA,NA,NA,NA,NA,NA
"771","03M087","P.S. 087 William Sherman","2017-18","96.4","Ethnicity","White","P.S. 087 William Sherman","2017-18",877,149,0.504,0.496,0.04,0.645,0.201,0.116,0.12,NA,25,24.7,NA,NA,NA,NA,NA,NA
"772","03M087","P.S. 087 William Sherman","2017-18","95.0","SWD Status","SWD","P.S. 087 William Sherman","2017-18",877,149,0.504,0.496,0.04,0.645,0.201,0.116,0.12,NA,25,24.7,NA,NA,NA,NA,NA,NA
"773","03M145","P.S. 145, The Bloomingdale School","2017-18","92.8","Poverty","Not Poverty","P.S. 145, The Bloomingdale School","2017-18",391,59,0.524,0.476,0.256,0.102,0.256,0.821,0.851,NA,24,27,NA,NA,10.7,NA,NA,NA
"774","03M145","P.S. 145, The Bloomingdale School","2017-18","90.7","Ethnicity","Hispanic","P.S. 145, The Bloomingdale School","2017-18",391,59,0.524,0.476,0.256,0.102,0.256,0.821,0.851,NA,24,27,NA,NA,10.7,NA,NA,NA
"775","03M145","P.S. 145, The Bloomingdale School","2017-18","89.9","Poverty","Poverty","P.S. 145, The Bloomingdale School","2017-18",391,59,0.524,0.476,0.256,0.102,0.256,0.821,0.851,NA,24,27,NA,NA,10.7,NA,NA,NA
"776","03M145","P.S. 145, The Bloomingdale School","2017-18","s","Ethnicity","Other","P.S. 145, The Bloomingdale School","2017-18",391,59,0.524,0.476,0.256,0.102,0.256,0.821,0.851,NA,24,27,NA,NA,10.7,NA,NA,NA
"777","03M145","P.S. 145, The Bloomingdale School","2017-18","90.1","SWD Status","Not SWD","P.S. 145, The Bloomingdale School","2017-18",391,59,0.524,0.476,0.256,0.102,0.256,0.821,0.851,NA,24,27,NA,NA,10.7,NA,NA,NA
"778","03M145","P.S. 145, The Bloomingdale School","2017-18","s","Ethnicity","White","P.S. 145, The Bloomingdale School","2017-18",391,59,0.524,0.476,0.256,0.102,0.256,0.821,0.851,NA,24,27,NA,NA,10.7,NA,NA,NA
"779","03M145","P.S. 145, The Bloomingdale School","2017-18","88.7","Ethnicity","Black","P.S. 145, The Bloomingdale School","2017-18",391,59,0.524,0.476,0.256,0.102,0.256,0.821,0.851,NA,24,27,NA,NA,10.7,NA,NA,NA
"780","03M145","P.S. 145, The Bloomingdale School","2017-18","90.8","SWD Status","SWD","P.S. 145, The Bloomingdale School","2017-18",391,59,0.524,0.476,0.256,0.102,0.256,0.821,0.851,NA,24,27,NA,NA,10.7,NA,NA,NA
"781","03M145","P.S. 145, The Bloomingdale School","2017-18","94.4","ELL Status","ELL","P.S. 145, The Bloomingdale School","2017-18",391,59,0.524,0.476,0.256,0.102,0.256,0.821,0.851,NA,24,27,NA,NA,10.7,NA,NA,NA
"782","03M145","P.S. 145, The Bloomingdale School","2017-18","s","Ethnicity","Asian","P.S. 145, The Bloomingdale School","2017-18",391,59,0.524,0.476,0.256,0.102,0.256,0.821,0.851,NA,24,27,NA,NA,10.7,NA,NA,NA
"783","03M145","P.S. 145, The Bloomingdale School","2017-18","92.2","Gender","Male","P.S. 145, The Bloomingdale School","2017-18",391,59,0.524,0.476,0.256,0.102,0.256,0.821,0.851,NA,24,27,NA,NA,10.7,NA,NA,NA
"784","03M145","P.S. 145, The Bloomingdale School","2017-18","88.6","Gender","Female","P.S. 145, The Bloomingdale School","2017-18",391,59,0.524,0.476,0.256,0.102,0.256,0.821,0.851,NA,24,27,NA,NA,10.7,NA,NA,NA
"785","03M145","P.S. 145, The Bloomingdale School","2017-18","89.0","ELL Status","Not ELL","P.S. 145, The Bloomingdale School","2017-18",391,59,0.524,0.476,0.256,0.102,0.256,0.821,0.851,NA,24,27,NA,NA,10.7,NA,NA,NA
"786","03M145","P.S. 145, The Bloomingdale School","2017-18","90.3","All Students","All Students","P.S. 145, The Bloomingdale School","2017-18",391,59,0.524,0.476,0.256,0.102,0.256,0.821,0.851,NA,24,27,NA,NA,10.7,NA,NA,NA
"787","03M149","P.S. 149 Sojourner Truth","2017-18","s","Ethnicity","Hispanic","P.S. 149 Sojourner Truth","2017-18",235,25,0.502,0.498,0.621,0.051,0.247,0.991,0.934,NA,19,NA,NA,NA,7.3,NA,NA,NA
"788","03M149","P.S. 149 Sojourner Truth","2017-18","92.9","ELL Status","Not ELL","P.S. 149 Sojourner Truth","2017-18",235,25,0.502,0.498,0.621,0.051,0.247,0.991,0.934,NA,19,NA,NA,NA,7.3,NA,NA,NA
